id,reference,prediction,ROUGE,BERTScore,Difference
87,Demande d'étude d'itinéraire. Communication des différentes possibilités et du nombre d'arrêts.,Un client demande des itinéraires de transport entre Aulnay-sous-Bois et Blanc-Mesnil. L'agent propose des options de bus et de RER.,0.2326,0.7161,0.4835
22,Demande de renseignements sur le fonctionnement du T2 de la porte de Versailles à Val d'Issy. Communication des dates de mise en circulation.,"Client s'informe sur le T+deux à Porte+de+Versailles. Agent confirme qu'il est en test, accessible après le 20 du mois. Problème résolu.",0.2353,0.7164,0.4811
106,"itinéraire Gare de l'Est vers aéroport CDG demain matin, bus préférable au RER du fait de la grève, indication horaires, temps de trajet et tarif","Un client demande des informations sur le trajet en bus 350 de la Gare de l'Est à l'aéroport Charles de Gaulle, l'agent fournit les détails nécessaires.",0.2258,0.7054,0.4796
109,"temps de trajet sur ligne 65 à une heure donnée sachant qu'il y a des travaux, contact centre bus, non aucun problème au départ mais déviations donc prévoir un peu plus de temps. Proposition d'alternative en métro, mais trop de changements, puis examen du trajet à pied pour finir","Un client s'inquiète du temps de trajet en bus d'Aubervilliers à Saint-Claude en raison de travaux. Après discussion, il décide de partir plus tôt.",0.1882,0.6676,0.4793
24,"demande de précisions sur les possibles compensations suite à la grève du RER B, pas de position officielle, rappeler dans quelques semaines","Un client demande des informations sur la compensation suite à des grèves perturbant ses voyages, mais l'agent ne peut fournir de détails concrets.",0.25,0.7282,0.4782
189,"itinéraire de Clamart à l'aéroport d'Orly, confrontation des propositions du conseiller avec les indications d'un plan de Clamart, une solution bus Ratp suivi de Car Air-France est retenue pour une arrivée à l'heure désirée. Remarque : le conseiller est en fait M10",Un client cherche le meilleur itinéraire pour aller à l'aéroport d'Orly depuis Clamart. L'agent propose une solution simple et satisfaisante.,0.274,0.7514,0.4774
197,"réappel pour portefeuille perdu dans ligne 4, revérification, toujours pas retrouvé","Un client a signalé la perte de son portefeuille dans le métro à un agent de centre d'appel, mais il n'a pas été retrouvé.",0.2051,0.6817,0.4766
44,Demande du numéro de d'infraction suite à une amende. Transfert de l'appelante vers le service concerné.,Un client cherche le numéro d'infraction d'une amende non reçue. L'appel est transféré au centre de paiement RATP sans résolution finale.,0.3043,0.7805,0.4762
134,La cliente a oublié son écharpe dans le bus 140 à  Colombes le soir précédent. L'agent répond que le service n'est pas ouvert avant 11h.,Une femme a oublié son écharpe dans un bus et doit rappeler plus tard pour résoudre son problème.,0.2857,0.7618,0.476
120,"suivi d'une demande de carte famille d'agent pour le fils de l'appelant, qui n'a pas encore eu de réponse, tentative de transfert directement au service concerné mais poste occupé, proposition de rappeler plus tard",Un client contacte le service client pour connaître l'état de sa demande de carte de transport. L'agent ne peut pas aider immédiatement et suggère de rappeler plus tard.,0.2778,0.7534,0.4757
0,Demande d’horaires de train de la gare de Maux à la gare de l'Est à une heure donnée.,"Un client a demandé les horaires des trains RER E de Meaux à Paris, l'agent a fourni les informations nécessaires.",0.25,0.7252,0.4752
172,"La client demande un itinéraire de Javel à  rue Vauthier, Boulogne sans prendre le métro. L'agent répond qu'il faut prendre le 72 à  l'arrêt Pont de Mirabeau direction Saint-Cloud, puis descendre à  Route de la Reine-Jean Jaures.","Un client demande comment se rendre à Boulogne-Billancourt depuis la station Javel sans métro. L'agent suggère le bus 72, résolvant le problème.",0.2857,0.7599,0.4741
33,demande du coût de l'appel au 3246 et remarque que cela devrait être signalé dans le message d'accueil,Un client se plaint du coût non indiqué des appels vers le centre d'appel. L'agent promet de signaler le problème.,0.2667,0.7404,0.4737
72,"modalités d'achat, et non tarifs, pour voyage scolaire de 4 jours en forfait Paris visite, pas possible de réserver, il faut les acheter sur place",Un groupe scolaire prévoit un voyage à Paris et l'agent RATP conseille d'acheter les tickets et cartes Paris+Visite sur place.,0.2353,0.7087,0.4734
204,"prix d'un abonnement mensuel ou annuel pour Paris-Creil, indication numéro SNCF car on sort du secteur RATP",Un client demande le tarif d'un abonnement de train Paris-Creil. L'agent ne peut fournir l'information et suggère de contacter la SNCF directement.,0.2553,0.7282,0.4729
182,"peut-on faire sauter un PV infligé pour défaut de titre de transport ayant oublié son pass navigo, oui aller rue Béliard ou par courrier envoyer PV et photocopie du pass. Echange assez tendu",Un client conteste une amende RATP pour sa collègue ayant perdu sa carte Navigo. L'agent propose de discuter l'amende au bureau RATP ou par courrier.,0.2188,0.6912,0.4724
195,Demande de renseignements sur d'éventuels incidents sur les lignes 13 et 6. Explication des différents incidents et communication des durées de perturbation.,"Un client a appelé pour confirmer des incidents sur les lignes 13 et 6 du métro, nécessaires pour justifier ses absences au travail. Problème résolu.",0.2593,0.7315,0.4723
18,"Demande d'informations sur la perte d'un sac à dos dans le métro sur la ligne A. Non retrouvé, communication du numéro de la SNCF",Un client a oublié son sac à dos dans un RER A. L'agent n'a pas trouvé le sac dans leur système et a orienté le client vers la SNCF.,0.2759,0.7476,0.4717
45,"temps d'attente pour le bus 325 à Bibliothèque F.Mitterrand car déjà 30mn, normal car très perturbé seulement 2 bus sur cette ligne, contact centre bus, prochain bus dans un bon quart d'heure","Un client appelle pour s'informer sur le retard du bus 325, l'agent confirme le retard dû à un trafic perturbé et un nombre limité de bus.",0.2188,0.6895,0.4707
36,"itinéraire bus et/ou RER d'Aulnay-sous-Bois au Blanc-Mesnil le matin puis retour après-midi, examen de multiples possibilités",Un client demande des itinéraires de transport entre Aulnay-sous-Bois et Blanc-Mesnil. L'agent propose des options de bus et de RER.,0.32,0.7879,0.4679
162,itinéraire pour vérifier la station bus où descendre pour arriver à une adresse donnée à Vitry,"Un client cherche la station de bus la plus proche de la rue Jules Regnault à Vitry-sur-Seine, qui est Grimau-Voie Verte.",0.2,0.6676,0.4676
152,"itinéraire dans Paris centre d'une adresse à l'autre pour arriver demain à 6h, proposition de trajet à base de Noctiliens étant donné l'horaire",Un client a demandé un itinéraire de Paris 19ème à Port-Royal. L'agent a fourni des instructions détaillées pour le trajet nocturne. Problème résolu.,0.2222,0.6894,0.4672
141,"La cliente veut connaître le trafic sur le RER B et n'est pas satisfaite des annonces de la RATP. L'agent ne peut pas la renseigner, mais lui conseille de rappeler 15 minutes avant son départ pour connaître l'emplacement de son train en temps réel.","Un client frustré par l'inexactitude des informations de trafic du RER B appelle pour des clarifications, mais l'agent ne peut pas résoudre le problème.",0.2785,0.7451,0.4666
1,"Demande d'annulation d'une amende reçu pour défaut de titre de transport après oublie de carte navigo. Possibilité, se rendre rue Béliard ou correspondre par courrier une photocopie du PV et du pass.",Un client conteste une amende RATP pour sa collègue ayant perdu sa carte Navigo. L'agent propose de discuter l'amende au bureau RATP ou par courrier.,0.2424,0.7084,0.466
210,Demande de renseignements sur la perte d'un téléphone portable Alcatel Blanc sur la ligne de bus 20. Non retrouvé.,"Un client a appelé pour retrouver son téléphone Alcatel perdu dans un bus, mais l'agent n'a pas pu le localiser. Problème non résolu.",0.2745,0.7385,0.464
7,"pour obtenir une attestation d'abonnement Intégrale en vue d'être remboursé par l'employeur, soit directement en agence commerciale, ou appeler le numéro d'Intégrale","Le client demande une attestation d'abonnement pour remboursement par son employeur. L'agent propose deux solutions, le client choisit d'appeler un numéro spécifique.",0.3214,0.7812,0.4598
31,Demande de renseignements suite à un mauvais prélèvement de carte imaginaire. Communication du numéro du service concerné.,"Un client a appelé pour un prélèvement incorrect sur son abonnement Imagine+R, l'agent l'a orienté vers le service concerné pour résolution.",0.2609,0.7202,0.4593
164,"itinéraire gare Saint-Lazare vers Gare de l'Est en bus, tarif et fréquence, ainsi que trajet retour, proposition d'un trajet direct","Un client a demandé des informations sur le trajet en bus de la Gare Saint-Lazare à la Gare de l'Est à Paris, l'agent a fourni les détails nécessaires.",0.2857,0.7446,0.4589
91,Demande d'information sur le renouvellement d'une carte retraité RATP à cause de l'ancienneté de la carte. Explication du fonctionnement de ladite carte.,Une femme âgée appelle pour comprendre le renouvellement de sa carte de transport RATP. L'agent explique la différence entre la carte de transport et la carte d'agent retraité.,0.3214,0.78,0.4586
92,"réclamation suite à réception d'un courrier demandant le paiement d'une partie de l'amende alors qu'elle était reconnue comme injustifié car conséquent à un problème de renouvellement du navigo, transfert au centre de paiement","Une cliente conteste une amende de bus due à un problème de passe Navigo, malgré l'envoi de justificatifs. Elle est redirigée vers le service de paiement.",0.2687,0.7265,0.4579
41,demande d'itinéraire métro,"Un client a demandé des directions pour se rendre à Paris, l'agent a suggéré la ligne 2 du métro, résolvant l'appel.",0.1935,0.6508,0.4573
133,"reconduction de la grève RER B, on ne sait pas, 3 trains sur 4 ne paraît pas non plus le cas, y aura-t-il compensation, probablement, suivi de considérations historiques sur la dégradation du service de cette ligne","Un client frustré par la grève du RER B demande des informations et un éventuel remboursement, mais l'agent ne peut fournir de détails précis.",0.2254,0.682,0.4566
178,Demande de localisation de la station de métro Bourse. Communication des stations voisines.,"Un client demande des informations sur la ligne de métro desservant la station Bourse et les connexions avec d'autres lignes, l'agent répond à ses questions.",0.2857,0.7422,0.4565
149,"carte émeraude avalée, demande de nouvelles car courrier envoyé pour réclamation, conseil attendre encore une semaine",Un ancien combattant a perdu sa carte Émeraude RATP. L'agent l'a conseillé sur le processus de réclamation et les prochaines étapes à suivre.,0.2326,0.6888,0.4563
64,"temps de trajet RER B de Croix-de-Berny à l'aéroport CDG, indication des horaires en temps normal mais dépendra demain de la reconduction du mouvement social, rappeler vers 20h pour vérifier","Un client demande des informations sur un trajet en RER. L'agent fournit les détails, mentionne une grève potentielle et conseille de vérifier plus tard.",0.2222,0.6783,0.456
80,"sac oublié dans bus 140, mais rappeler à onze heures quand le service sera ouvert",Une femme a oublié son écharpe dans un bus et doit rappeler plus tard pour résoudre son problème.,0.2353,0.6904,0.4551
13,"titre de transport adapté pour un demandeur d'emploi devant se déplacer sur Paris pendant 8 mois, faire un navigo Orange en agence, par contre pas de réduction particulière pour les chômeurs, indication pièces justificatives, adresse la plus proche, possible le faire en ligne mais beaucoup plus long",Un demandeur d'emploi en formation se renseigne sur un tarif de transport adapté. L'agent propose le passe Navigo Orange et explique les conditions d'obtention.,0.25,0.7045,0.4545
187,"carte oubliée à la caisse, contact avec bureaux en interne, carte retrouvée ,se présenter munis de pièce d'identité pour la retirer",Un client a perdu sa carte Imagine+R à l'arrêt de métro Richelieu-Drouot. L'agent a confirmé sa récupération et conseillé au client de se présenter avec une pièce d'identité.,0.254,0.7075,0.4535
55,Demande de régularisation suite à un débit d'abonnement alors que la carte n'était pas utilisable. Communication de l'adresse du service concerné pour envoyer une réclamation.,Un client contacte le service client pour résoudre un problème de facturation avec la carte Imagine+R de sa fille. L'agent fournit des conseils pour contacter Imagine+R directement.,0.2581,0.7113,0.4532
82,"trousse perdue il y a un mois dans l'Orlybus, non retrouvée, communication numéro Objets trouvés rue des Morillons car appelante habite à Nice",Un client a perdu une trousse dans un bus. L'agent n'a pas trouvé la trousse et a suggéré de contacter le bureau des objets trouvés.,0.2182,0.6712,0.453
127,Demande d'itinéraire Paris 19 Paris 13 pour arriver à une heure précise. Proposition de trajet à base de Noctiliens.,Un client a demandé un itinéraire de Paris 19ème à Port-Royal. L'agent a fourni des instructions détaillées pour le trajet nocturne. Problème résolu.,0.28,0.7303,0.4503
51,Demande d'information sur la perte d'un porte-feuille dans le métro. Non retrouvé.,"Un client a signalé la perte de son portefeuille dans le métro à un agent de centre d'appel, mais il n'a pas été retrouvé.",0.3333,0.7829,0.4496
15,"rappel pour sac perdu dans métro avec un instrument de musique, l'objet semble retrouvé, vérification de la convergence des descriptions, appel station pour confirmer et indication station à l'appelant pour aller récupérer l'objet","Un client a perdu son sac contenant un hautbois dans le métro. L'agent a localisé le sac à la station Mairie d'Ivry, résolvant le problème.",0.2353,0.6839,0.4486
124,"Demande de renseignement sur le suivi d'une demande de carte d'agent. Service concerné occupé, proposition de rappeler plus tard.",Un client contacte le service client pour connaître l'état de sa demande de carte de transport. L'agent ne peut pas aider immédiatement et suggère de rappeler plus tard.,0.3333,0.7818,0.4485
69,"radiographies et ordonnances perdues dans métro, appelante malentendante, nombreux quiproquos, radios pas retrouvées","Une femme âgée a appelé la RATP pour signaler un sac perdu contenant des documents médicaux importants, mais malheureusement, il n'a pas été retrouvé.",0.1905,0.6383,0.4479
65,"est-il possible d'avoir des réductions sur les titres de transport en tant que femme d'agent Ratp, oui l'agent doit faire la demande, réduction de moitié mais uniquement sur tickets et carnets","Une femme se renseigne sur les réductions de transport liées à l'emploi de son mari à la RATP. L'agent confirme la possibilité, explique la procédure et les restrictions.",0.2647,0.7116,0.4469
192,"demande d'explications sur le système tarifaire des zones, quelles régions recouvrent-elles",Un client s'est renseigné sur les zones des cartes Orange Découverte à Paris. L'agent a expliqué le système de zones et confirmé la mobilité.,0.2381,0.685,0.4469
95,"Demande de tarif pour un abonnement Paris - Creil mensuel ou annuel. Trajet extérieur au réseau RATP, communication du numéro de la SNCF pour voir avec eux.",Un client demande le tarif d'un abonnement de train Paris-Creil. L'agent ne peut fournir l'information et suggère de contacter la SNCF directement.,0.3214,0.7679,0.4465
19,Demande de renseignement sur la perte d'un gant en cuire dans le bus 289. Non retrouvé.,Un client a signalé la perte d'un gant dans un bus. L'agent n'a pas trouvé le gant dans les objets trouvés. Le client a accepté la situation.,0.2917,0.7364,0.4447
100,"infos sur grève ligne bus 486 (pourtant notée 492, vérifier / Atis car), ligne privée, communication du numéro à joindre","Un client cherche des informations sur une grève de bus. L'agent ne sait pas, mais donne le numéro d'Athis Cars pour plus de détails.",0.2308,0.6753,0.4445
146,"fréquence de passage RER, mais pas possible en période de grève","Un représentant du Novotel Paris les Halles demande la fréquence des RER B, mais l'agent ne peut fournir l'information, surtout pendant une grève.",0.2857,0.729,0.4433
43,"sac en toile oublié dans bus 123, contact centre bus, non retrouvé, rappeler demain",Une cliente a perdu son sac dans le bus 123. L'agent n'a pas pu confirmer sa récupération et a conseillé de rappeler plus tard.,0.2381,0.6807,0.4426
21,"y a-t-il eu des incidents sur la ligne 13 et la ligne 6 ce matin, oui une panne matérielle a eu lieu puis un voyageur malade, indication des horaires exacts et stations concernées, ces infos sont-elles accessibles en ligne, oui en temps réel mais pas un historique","Un client a appelé pour confirmer des incidents sur les lignes 13 et 6 du métro, nécessaires pour justifier ses absences au travail. Problème résolu.",0.2195,0.6609,0.4414
203,"La cliente veut recevoir un dossier d'adhésion à  la carte Imagine R. L'agent lui répond que ce n'est pas possible, qu'il faut la demander à  un guichet. Le numéro de téléphone pour joindre le service Imagine R est le 08 91 67 00 67.",Un client a demandé un dossier Imagine+R par courrier. L'agent a expliqué que c'est impossible mais a fourni le numéro du service pour plus d'informations.,0.321,0.7575,0.4366
76,Demande de renseignements sur la fréquence des RER B entre Chätelet et Charles de Gaulle. Impossible de répondre précisément pour cause de grève.,"Un représentant du Novotel Paris les Halles demande la fréquence des RER B, mais l'agent ne peut fournir l'information, surtout pendant une grève.",0.3158,0.7523,0.4365
144,"Demande d'information sur la perte d'un sac dans le métro ligne 7. Retrouvé, se rendre en station pour récupérer.","Un client a perdu son sac contenant un hautbois dans le métro. L'agent a localisé le sac à la station Mairie d'Ivry, résolvant le problème.",0.3019,0.7377,0.4358
143,Demande d'itinéraire et des tarifs entre Noisiel et Bobigny.,Un client a demandé des informations sur l'itinéraire et le tarif de Noisiel à Bobigny-Pablo Picasso. L'agent a fourni les détails et résolu le problème.,0.3333,0.7678,0.4345
161,La cliente vient d'oublier un objet dans le bus 281. L'objet est retrouvé au terminus d'Europarc. La cliente va pouvoir récupérer son objet auprès du machiniste.,Un client a oublié une boîte dans le bus 281. L'agent a localisé l'objet au terminus d'Europarc et a informé le client.,0.4138,0.8473,0.4335
14,"Demande d'information sur une trousse perdue dans le bus d'Orly à Denfert. Non retrouvé, communication du numéro de téléphone du centre des objets trouvés.",Un client a perdu une trousse dans un bus. L'agent n'a pas trouvé la trousse et a suggéré de contacter le bureau des objets trouvés.,0.3103,0.7435,0.4332
56,"itinéraire de Porte de Saint-Cloud à Clichy-sous-Bois, adresse exate d'arrivée inconnue alors itinéraire vers la mairie, proposition d'un trajet métro puis RER puis tramway puis bus","Un client cherche un itinéraire pour Clichy-sous-Bois. L'agent propose un trajet complexe incluant métro, RER, tram et bus. Le client doit encore localiser le théâtre.",0.3385,0.7715,0.4331
169,"Demande d'itinéraire pour se rendre à la gare de Lyon en partant de la mairie de Clichy. Prendre le métro 13 direction Chatillon, descendre à Saint-Lazarre, puis prendre le métro 14 direction Olympiade jusqu'à la gare de Lyon.",Un client cherchant à se rendre de Clichy à la Gare de Lyon reçoit des instructions de métro détaillées de la part d'un agent.,0.2941,0.7218,0.4277
81,"itinéraire Denfert-Rochereau rue d'Assas, proposition bus et précision pour rejoindre la rue à pied",Un agent guide un client de Denfert-Rochereau à la rue d'Assas à Paris en utilisant le bus 68 et donne des instructions de marche détaillées.,0.3182,0.7456,0.4274
40,"Demande de mise en contact avec le musée des transport. Communication du numéro de téléphone, mais pas de réponse, ni par mail.","Un agent RATP peine à contacter le musée des transports. Malgré les suggestions du service client, aucune solution définitive n'est trouvée.",0.2745,0.7015,0.427
170,"Demande d'horaires des trains pour Sartrouville à Bécon-les-Bruyères. Autre itinéraire possible, mais appeler la SNCF pour plus d'informations, communication du numéro.",Le client demande les horaires de train Sartrouville-Bécon-les-Bruyères. L'agent fournit les informations mais ne peut aider sur l'itinéraire depuis Houilles-Carrières.,0.3793,0.8062,0.4269
98,"longue attente du bus 125, sachant qu'il n'y en a que deux en tout du fait de la grève, demande du prochain passage, contact centre bus, indication prochain dans dix minutes","Un client s'inquiète de l'absence du bus 125, l'agent confirme une grève mais assure qu'un bus arrivera dans dix minutes.",0.3,0.7268,0.4268
117,prix d'un ticket Arcueil-Cachan vers Antony,"Un client demande le prix d'un billet de train d'Arcueil-Cachan à Antony, l'agent répond que c'est un euro cinquante-cinq.",0.3636,0.79,0.4263
108,"boîte oubliée dans bus 281 à l'instant, contact régulateur, appel aux machinistes, la boîte est bien encore dans le bus et l'appelante pourra le récupérer au terminus en prenant le bus 281 qui suit",Un client a oublié une boîte dans le bus 281. L'agent a localisé l'objet au terminus d'Europarc et a informé le client.,0.2985,0.7219,0.4234
113,Demande de renseignements sur les tarifs de cartes intégrales en fonction des zones de voyage.,"Un client a besoin d'aide pour mettre à jour les tarifs de carte Intégrale dans son logiciel de paye, l'agent explique les changements de zones.",0.3256,0.7469,0.4213
118,"comment obtenir une nouvelle attestation de paiement navigo, aller en agence",Une jeune travailleuse perd son reçu de paiement Navigo. L'agent de la mission locale conseille d'obtenir un duplicata à une agence commerciale. Problème résolu.,0.2564,0.6775,0.4211
6,"demande itinéraire le plus rapide pour Clichy-Gare de Lyon, proposition métro",Un client cherchant à se rendre de Clichy à la Gare de Lyon reçoit des instructions de métro détaillées de la part d'un agent.,0.2927,0.7129,0.4202
128,La cliente voudrait savoir comment suspendre sa carte Navigo Intégrale. L'agent lui dit de se rendre dans une agence commerciale avec une pièce d'identité et son pass.,"Un client a appelé pour résilier sa carte Navigo Intégrale, l'agent l'a guidé à travers le processus et a résolu son problème.",0.3448,0.7634,0.4186
26,"Demande de renseignements sur l'oublie d'un sac en toile dans le bus 123. Non retrouvé, rappeler plus tard.",Une cliente a perdu son sac dans le bus 123. L'agent n'a pas pu confirmer sa récupération et a conseillé de rappeler plus tard.,0.3333,0.7474,0.4141
191,"sac à dos perdu dans RER A, pas trouvé, communication numéro Sncf banlieue le train ayant continué hors du périmètre Ratp",Un client a oublié son sac à dos dans un RER A. L'agent n'a pas trouvé le sac dans leur système et a orienté le client vers la SNCF.,0.2963,0.7087,0.4124
12,"possibilité de se faire rembourser un billet Orlyval payé à Orly étant donné qu'en période de grève les agents ne font pas payer, mais qu'apparemment à Orly ils le font encore, indication des coordonnées du service clientèle Orlyval pour essayer",Une cliente mécontente demande un remboursement pour un trajet Orlyval interrompu par une grève. L'agent l'oriente vers le Service Clientèle pour réclamation.,0.3056,0.7157,0.4101
66,Demande du coût d'un appel vers le 3246. Signalement de l'absence d'information dans le message d'accueil.,Un client se plaint du coût non indiqué des appels vers le centre d'appel. L'agent promet de signaler le problème.,0.3556,0.7654,0.4098
48,"itinéraire et tarif Noisiel-Bobigny, et expression de satisfaction pour la rapidité de la réponse",Un client a demandé des informations sur l'itinéraire et le tarif de Noisiel à Bobigny-Pablo Picasso. L'agent a fourni les détails et résolu le problème.,0.3333,0.7422,0.4089
139,Demande d'itinéraire pour se rendre rue Taclet en prenant le 105.,Un retraité de la RATP a demandé comment se rendre à la rue Taclet à Paris en bus. L'agent lui a fourni des instructions détaillées.,0.3077,0.7164,0.4087
177,"pour signaler que le bus 294 est passé devant l'arrêt sans s'arrêter, alors que l'appelante a fait signe et que le bus était bien en service car transportant des voyageurs, remontée de l'information au régulateur de la ligne","Un client signale qu'un bus n'a pas marqué l'arrêt, causant un retard. L'agent promet de signaler l'incident au régulateur de la ligne.",0.3733,0.7809,0.4076
205,La cliente demande à  recevoir un dossier pour adhérer à  la carte Imagine R. Les dossiers doivent être retirés au guichet. Le numéro de téléphone du service est le 08 91 67 00 67.,Un client a demandé un dossier Imagine+R par courrier. L'agent a expliqué que c'est impossible mais a fourni le numéro du service pour plus d'informations.,0.3284,0.7349,0.4065
70,"Demande de remboursement d'une carte orange achetée en attendant la réception d'une carte Imagin'R. Voir avec le service Imagin'R, communication du site internet.",Un client cherche un remboursement pour une carte Orange achetée suite au retard de sa carte Imagine+R. L'agent suggère de contacter Imagine+R pour une solution.,0.3729,0.775,0.4022
23,"horaire derniers trains de Sartrouville à Bécon-les-Bruyères, autre itinéraire possible mais appeler la Sncf, indication du numéro",Le client demande les horaires de train Sartrouville-Bécon-les-Bruyères. L'agent fournit les informations mais ne peut aider sur l'itinéraire depuis Houilles-Carrières.,0.3846,0.7857,0.4011
174,"la grève du dépôt de bus de Vitry est-elle reconduite demain, non un trafic normal est prévu","Client s'informe sur la grève des bus à Vitry-sur-Seine, l'agent confirme le trafic normal. Problème résolu.",0.3182,0.7171,0.3989
159,"agent RATP désirant contacter le musée des transports, indication numéro mais celui-ci ne répond pas, idem mail et pas de réponse, le SCD n'a pas l'information","Un agent RATP peine à contacter le musée des transports. Malgré les suggestions du service client, aucune solution définitive n'est trouvée.",0.3103,0.7084,0.3981
104,"justificatifs à fournir pour obtenir une carte Orange dans le cadre d'un stage, une attestation d'hébergement et la copie de la CNI de l'hébergeur suffisent pour attester du domicile","Un stagiaire à Paris a été informé sur les documents nécessaires pour obtenir une carte Orange, y compris une attestation d'hébergement. Problème résolu lors du premier appel.",0.3438,0.7417,0.398
47,savoir si deux lignes de bus sont en fonction suite à grève,Une femme âgée s'informe sur le fonctionnement de deux lignes de bus en raison d'une possible grève. L'agent confirme leur fonctionnement normal.,0.359,0.7521,0.3931
114,La cliente a perdu sa carte Navigo Solidarité Transport sur le bus 113 en direction de Nogent-sur-Marne. L'agent l'informe que sa carte a été retrouvée et qu'elle doit la chercher au terminus du bus.,Un client a perdu sa carte de transport. L'agent a localisé la carte et a informé le client qu'il peut la récupérer à un terminus de bus spécifique.,0.3889,0.781,0.3921
158,Demande de renseignements sur la fréquence de passage du RER B. Impossible de donner l'information pour cause de grève.,"Un représentant du Novotel Paris les Halles demande la fréquence des RER B, mais l'agent ne peut fournir l'information, surtout pendant une grève.",0.4,0.7895,0.3895
165,horaires RER E de Meaux à la Gare de l'Est,"Un client a demandé les horaires des trains RER E de Meaux à Paris, l'agent a fourni les informations nécessaires.",0.3871,0.768,0.3809
112,"Demande d'itinéraire entre la gare de l'Est et l'aéroport Charles de Gaulle. Prendre le 350, étude des durées de voyage et des tarifs.","Un client demande des informations sur le trajet en bus 350 de la Gare de l'Est à l'aéroport Charles de Gaulle, l'agent fournit les détails nécessaires.",0.4,0.7769,0.3769
131,Demande du dernier passage du bus 64 à cours de Vincennes pour porte d'Italie.,"Le client se renseigne sur l'horaire du dernier bus 64 de Porte de Vincennes à Place d'Italie, l'agent confirme qu'il part à 00h36.",0.4103,0.7859,0.3757
126,Demande de renseignement sur la perte d'une écharpe dans le bus 140. Attendre l'ouverture du service et rappeler plus tard.,Une femme a oublié son écharpe dans un bus et doit rappeler plus tard pour résoudre son problème.,0.381,0.7535,0.3725
35,perdu téléphone > mais pas retrouvé,"Un client a appelé pour retrouver son téléphone Alcatel perdu dans un bus, mais l'agent n'a pas pu le localiser. Problème non résolu.",0.2778,0.6445,0.3668
206,itinéraire en bus à Fontenay-sous-Bois,"L'agent aide le client à trouver l'itinéraire de bus approprié à Fontenay-sous-Bois, résolvant les problèmes d'orientation et de localisation.",0.375,0.741,0.366
93,"localisation de l'arrêt Gare du Nord du bus 43 pour aller à Neuilly, indication de la rue et de celle d'en face","Le client cherche l'arrêt de bus ligne 43 à la Gare du Nord; l'agent indique qu'il est sur la rue de Dunkerque, face à la rue Saint-Quentin.",0.3704,0.7354,0.365
151,horaire de fin de service du bus 64 pour le trajet de Cours de Vincennes à Porte d'Italie,"Le client se renseigne sur l'horaire du dernier bus 64 de Porte de Vincennes à Place d'Italie, l'agent confirme qu'il part à 00h36.",0.4186,0.7803,0.3617
88,Demande d'informations sur d'éventuelles grèves sur les lignes 148 et 322. Aucun avis de grève déposé.,Un client handicapé s'enquiert des grèves affectant les lignes de bus 148 et 322. L'agent confirme qu'aucune grève n'est prévue.,0.4167,0.7748,0.3581
53,Appel pour signaler que le bus 294 est passé devant l'arrêt sans s'arrêter. Notification de l'information au régulateur de la ligne.,"Un client signale qu'un bus n'a pas marqué l'arrêt, causant un retard. L'agent promet de signaler l'incident au régulateur de la ligne.",0.4643,0.8129,0.3486
60,Demande de la localisation du l'arrêt du bus 43 pour aller de gare du Nord à Neuilly. Communication de la rue concernée.,"Le client cherche l'arrêt de bus ligne 43 à la Gare du Nord; l'agent indique qu'il est sur la rue de Dunkerque, face à la rue Saint-Quentin.",0.4074,0.7557,0.3483
154,Demande de renseignements sur la perte d'un dossier d'inscription de la fac dans le bus 38. Non retrouvé.,"Un client a signalé la perte d'un dossier d'inscription universitaire dans un bus, mais l'agent n'a pas pu le retrouver lors de l'appel.",0.4167,0.7618,0.3451
86,Demande du prix d'un billet Arcueil-Cachan à Antony.,"Un client demande le prix d'un billet de train d'Arcueil-Cachan à Antony, l'agent répond que c'est un euro cinquante-cinq.",0.4706,0.8122,0.3416
50,Demande de renseignements sur la perte d'un dossier d'inscription dans le bus 38. Non retrouvé.,"Un client a signalé la perte d'un dossier d'inscription universitaire dans un bus, mais l'agent n'a pas pu le retrouver lors de l'appel.",0.4444,0.7747,0.3303
194,Demande d'itinéraire entre Massy et Colombe en évitant le RER B. Estimation du temps de trajet.,"Un client cherchant un itinéraire de Massy à Colombes a reçu une alternative évitant le RER B en grève, avec un temps de trajet estimé à 2h15.",0.4783,0.7896,0.3113
37,Demande d'information sur la reconduction de la grève au niveau des bus. Trafic normal prévu.,"Client s'informe sur la grève des bus à Vitry-sur-Seine, l'agent confirme le trafic normal. Problème résolu.",0.45,0.7592,0.3092
115,"association désirant effectuer une commande groupée, pas possible de télécharger un bon de commande donc transfert à un chargé clientèle pour créer un compte VGC",Un client non enregistré cherche à passer une grande commande de billets. L'agent le dirige vers un chargé de clientèle pour l'aider à créer un compte.,0.4483,0.7495,0.3013
148,Un agent de la station Saint-Paul veut savoir quel est l'abonnement d'un voyageur avec une carte Imagine R muette. L'agent lui répond que le voyageur est titulaire d'un Imagine R étudiant zone 1 à 2. L'agent de la station Saint-Paul doit appliquer la procédure pour un pass détérioré.,Un agent de la station Saint-Paul signale une carte Imagine+R défectueuse. L'agent du centre d'appel confirme l'échange possible selon la procédure pour passe détérioré.,0.5055,0.8055,0.3
