id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
237,"['#Person1# wants some online information about the Normandy Landing, #Person2# teaches #Person1# how to google it.', '#Person2# helps #Person1# find a website about Normandy Landing and suggests reading a book for details.', '#Person1# wants to know about the Normandy Landing. #Person2# teaches #Person1# to search and suggests reading a history book.']",#Person1# learns from #Person2# how to research WWII's Normandy Landing online and considers further study at the library.,0.2401,0.9254,0.6853
329,"[""#Person1# finds a note on a poetry book and thinks maybe it belongs to someone famous. #Person2# still thinks #Person2#'s is better."", '#Person1# speculates the signature on the book is valuable, but #Person2# thinks it is somewhat impractical.', '#Person1# will buy a book with a signature because #Person2# thinks it belongs to someone famous. #Person2# thinks it is somewhat impractical.']","#Person1# finds a potentially valuable signed 19th-century book in a secondhand store, while #Person2# prefers a recent novel.",0.2178,0.9029,0.6851
10,"['#Person2# plans to have a trip in Hebei but #Person1# says there are sandstorms in there.', ""#Person1# tells #Person2# Hebei was experiencing severe sandstorms and sandstorms threaten people's health."", '#Person2# wants to travel to Hebei but #Person1# informs #Person2# of terrible sandstorms there.']","#Person1# warns #Person2# about severe sandstorms in Hebei, China, causing respiratory infections.",0.2509,0.9359,0.685
349,"[""#Person2# will develop #Person1#'s roll of film in six hours."", ""#Person2# will spend six hours developing #Person1#'s roll of film."", ""#Person2# can develop #Person1#'s roll of film in six hours.""]","#Person1# asks #Person2# to develop film, which typically takes 6 hours but can be expedited. #Person1# will return the next day.",0.2292,0.914,0.6849
67,"['#Person1# is driving #Person2# to an inn. They talk about their careers, ages, and where they was born.', '#Person1# drives #Person2# to an inn and they have a talk. #Person2# is 26 and had a business trip to China. #Person1# is 40 years old American.', '#Person1# drives #Person2# from the airport to an inn and they have a casual talk about themselves.']","A 40-year-old driver with Colombian heritage drives a 26-year-old businesswoman from China to a Holiday Inn, bonding over Spanish language.",0.178,0.8628,0.6848
248,"[""Bill made a cake for Sue's birthday, but Sue is on a diet to avoid allergy. Bill offers to buy her something healthy to eat, but Sue is enjoying her party. So they will go afterwards."", ""Sue doesn't eat cakes and sandwiches at her birthday party to avoid being allergic. Bill is willing to order her some hot soup to make her feel better. They decide to go to the restaurant later."", ""Bill made a cake for Sue's birthday but Sue can't eat it because she's on a diet to avoid being allergic. Bill and Sue will go to the restaurant to have some soup after the party.""]","Sue declines cake at a party due to dietary restrictions, expresses a desire for soup, and plans to visit a restaurant with Bill later.",0.2056,0.8903,0.6848
397,"['#Person2# tells the trips and sports activities of the holiday camp to #Person1#. The kids enjoyed the holiday camp.', 'Though some were homesick, the kids and #Person2# enjoyed their tour to Edinburgh.', '#Person2# tells the trips and sports activities of the holiday camp to #Person1#. The kids enjoyed camp and would like to go next year.']","#Person2# recounts children's enjoyable holiday camp experience, featuring trips, sports, and a concluding barbeque.",0.1944,0.8785,0.6841
417,"['Steven will go over the household budget while #Person1# will go to bed first.', '#Person1# goes to sleep first while Steven plans to stay up to go over the household budget.', 'Steven wants to stay up to go over the household budget when #Person1# is going to sleep.']","#Person1# retires early, leaving Steven to review their overspending and secure the house.",0.2049,0.8891,0.6841
98,"['Susan calls Carol to ask about the party time. But Carol is taking a shower so #Person1# answers for her.', 'Carol is taking a shower when Carol calls her, so #Person1# answers the telephone and tells her the party time.', 'Susan calls to ask Carol about the party time. #Person1# answers the phone and tells her.']","Susan called to confirm party details; it's tomorrow at 8:30pm at Jill's, and she's asked to bring dessert.",0.183,0.8668,0.6838
25,"['#Person1# and #Person2# are talking about some personal facts of drinking. #Person2# drinks a lot, while #Person1# cannot drink much for health reasons. They decide to have a drink together tomorrow night.', '#Person2#, a heavy drinker, invites #Person1#, a light drinker to go out the next day. #Person2# chooses a place that has a special on pitchers.', '#Person1# and #Person2# talk about their drinking capacity and their drinking habits. They decide to have a drink together tomorrow night.']","#Person1# and #Person2# discuss their differing drinking habits and strategies, and plan to visit The Ram Bar and Grill.",0.2275,0.9108,0.6834
388,"[""#Person2# is curling eyelashes. #Person1# feels dangerous, but #Person2# doesn't think so."", ""#Person1# is afraid that eyelash curler may hurt #Person2#'s eyes."", ""#Person1# thinks the eyelash curler is very dangerous, but #Person2# doesn't think so.""]","#Person1# fears eyelash curler's potential risks, while #Person2# dismisses concerns, explaining its simple function.",0.2421,0.9242,0.6821
265,"['#Person1# and #Person2# are talking about ways to relieve anger.', '#Person2# introduces ways to relieve anger to #Person1#, including listening to music and working out.', '#Person1# and #Person2# have a discussion about what they usually do to relieve anger.']","#Person1# learns from #Person2# about using calm reflection, classical music, and physical activities as anger management strategies.",0.2473,0.9292,0.6819
230,"['#Person2# would love to go to Australia.', ""#Person2#'d love to go to Australia."", '#Person2# would like to go to Australia.']","#Person2# hasn't visited Australia but desires to, especially the Great Barrier Reef, due to its marine life.",0.24,0.9216,0.6816
235,"['#Person1# makes drinks for #Person2# at a bar.', '#Person2# starts with a Compari and then tries a Singer at a bar.', '#Person2# starts with an aperitif and asks about signature drinks. #Person1# recommends one and #Person2# likes that.']","#Person1# helps #Person2#, a novice drinker, navigate the bar menu, leading to satisfaction with a non-alcoholic cocktail, the Singer.",0.2121,0.8919,0.6799
268,"['#Person2# is from America and is picking up presents for families in a duty-free shop. #Person1# recommends some for #Person2#.', '#Person2# is surprised at a low price of products in the duty-free shop. #Person1# offers #Person2# suggestions on what gifts to bring home.', '#Person2# buys gifts for his children and wife in a duty-free shop where #Person1# is working at. #Person1# recommends presents for #Person2#.']","#Person2# gets help from #Person1# to choose duty-free gifts for his family, keeping under a $300 limit.",0.2303,0.9096,0.6794
202,"['#Person1# broke a reading lamp and #Person2# will replace a new one.', '#Person1# will pay for the broken lamp and #Person2# will replace it.', '#Person1# reports #Person1# broke a lamp.']","Guest apologizes for breaking hotel lamp, offers to pay, and requests replacement; staff instructs to fill out form.",0.1833,0.8626,0.6793
421,"['Ballam asks for a position with 4,000 yuan starting salary from #Person1#, given that 3,000 yuan cannot support his family.', 'Ballam is hired by Apple Corporation but he thinks the starting salary is low. After discussion, #Person1# agrees to raise the salary.', '#Person1# calls to inform Ballam that Ballam was going to be hired, and agrees to raise the starting salary after discussion.']","Ballam negotiated a higher starting salary with Apple Corporation and accepted a computer engineer position, starting the following Monday.",0.1963,0.8756,0.6793
365,"['#Person1# teaches #Person2# the rules and terms of bowling.', '#Person1# explains the rules of bowling game to #Person2#.', '#Person1# is telling #Person2# how to play bowling.']","#Person1# explains bowling rules to #Person2#, who misunderstands but is eager to learn during their upcoming game.",0.2595,0.9387,0.6792
14,"[""#Person1# wants to adjust #Person1#'s life and #Person2# suggests #Person1# be positive and stay healthy."", '#Person1# has a bad lifestyle. #Person2# kindly advises #Person1# to be positive.', '#Person2# hopes #Person1# will become healthy and positive.']",#Person2# advises #Person1# to improve lifestyle habits to enhance physical and mental wellbeing amidst life uncertainties.,0.2411,0.92,0.6789
42,"['#Person1# gives suggestions on job choices to #Person2#. #Person2# likes interactive media.', '#Person1# and #Person2# are looking at jobs. #Person2# is interested in the media industry.', ""#Person1# offers some job choices to #Person2#, but #Person2# doesn't like them.""]","#Person2# explores career options in media, rejecting TV and magazine roles, but shows interest in interactive media.",0.1994,0.8783,0.6789
299,"['#Person1# invites Peter to have tea, but Peter is watering the garden. Then it rains, Peter can get in and have tea with #Person1#.', '#Person1# invites Peter to have tea, but Peter is busy watering the garden. Then it rains, so Peter stops and has tea with #Person1#.', ""Peter stops watering the garden and will have tea with #Person1#, since it's raining.""]","Peter prioritizes watering a dry garden before joining #Person1# for tea, but unexpected rain allows him to do both.",0.2221,0.9008,0.6787
387,"[""#Person1# wants to improve handwriting but can't see the progress. #Person2# tells #Person1# the most important is perseverance."", '#Person2# encourages #Person1# to persevere with handwriting practice when #Person1# complains about little improvement in handwriting.', ""#Person2# encourages #Person1# to keep practice handwriting, even though #Person1# hasn't got too much improvement now.""]","#Person1# struggles with handwriting improvement, #Person2# encourages patience and perseverance, leading to #Person1#'s renewed determination.",0.2403,0.9189,0.6786
350,"[""#Person1#'s flight has been delayed because of heavy rain and #Person2# suggests #Person1# listen to the announcement for further information."", ""#Person1# inquires the reason and the extent of the flight delay. #Person2# can't tell because of the changeable weather."", ""#Person1#'s flight is delayed. #Person2# can't tell further information about the delay because of the changeable weather.""]",Flight CA216 to Chengdu is delayed due to heavy rain; duration uncertain.,0.187,0.8651,0.6781
251,"[""#Person2# tells #Person1# everyone from #Person2#'s family gathers here to spend the Easter together."", ""#Person2# introduces to #Person1# the family's tradition to celebrate Easter."", '#Person2# tells #Person1# about the family activities on Easter day.']","#Person1# and #Person2# discuss their family's Easter traditions, including church, a potluck, and an egg hunt for children.",0.2363,0.9137,0.6774
244,"['#Person2# gives Bill a rigorous daily exercise schedule, and Bill finds it torturing.', '#Person2# has made a harsh daily exercise schedule for Bill.', '#Person2# gives Bill his daily exercise schedule. Bill feels desperate.']","#Person2# designs an intense daily workout routine for a reluctant Bill, assuring him he will adapt.",0.2485,0.9255,0.6771
142,"[""#Person1# may lose #Person1#'s job because of a mistake that may cause a huge loss and a dishonest supervisor. #Person2# suggests #Person1# live with #Person2# and stop buying all the junk to save money if #Person1# loses the job. #Person1# agrees."", ""#Person1# makes a big mistake which may cause a huge loss and #Person1# may lose this job because of the loss and #Person1#'s dishonest supervisor. #Person2# suggests that #Person1# move in with #Person2# until #Person1# find another job and stop buying all the junk, if #Person1# loses the job."", '#Person1# might lose the job because of a working mistake and is worried about financial problems after losing a job. #Person2# suggests #Person1# save money until #Person1# find another job, if #Person1# loses the job.']","#Person1# fears job loss over a costly mistake, while #Person2# offers reassurance and financial advice, leading to #Person1#'s self-reflection.",0.2243,0.9012,0.6769
499,"[""Frank invites Besty to the party to celebrate his big promotion. Besty couldn't wait for the party."", 'Frank invites Betsy to the big promotion party and Betsy is happy to go.', 'Frank invites Betsy to his party for his promotion and he can afford a big house now. Betsy is willing to go.']","Frank shares news of promotion and party plans with Betsy, expressing both excitement and concern about changes.",0.2115,0.8879,0.6763
272,"['#Person1# is buying a house and consulting #Person2# about the location, size and surroundings.', ""#Person2# will get back to #Person1# after knowing #Person1#'s specific needs for a house."", '#Person1# intends to buy a house and needs some information from #Person2#. #Person2# will call #Person2# after #Person2# finds one.']","#Person1# seeks a 3-bedroom house in Pasadena or Arcadia, within ABC School District. #Person2# agrees to find suitable options.",0.2189,0.8946,0.6756
257,"[""#Person1# and Judy are sorting out their cost to France. Since #Person1# thinks it's too much, they decide to choose the Youth hotel to save some money."", 'Judy explains to #Person1# about the budget for a trip and tries to lower the cost by choosing a economic hotel.', '#Person1# and Judy have a discussion on their financial budget and find out ways to save money.']","Judy informs #Person1# about their planned expenditure of 13,000 RMB, suggesting ways to cut costs.",0.2164,0.8917,0.6753
154,"['#Person1# is angry about the crank calls.', '#Person1# gets a crank call and is angry about it.', '#Person1# receives a phone call but no one speaks.']",#Person1# threatens to report #Person2# to police after receiving numerous silent calls.,0.226,0.9013,0.6752
161,"['Fanny had a nightmare because of the pressure from school applications. Her mother and Andy both comfort her.', 'Fanny had a nightmare last night and her mother consoled her. Andy listens to her experience and thinks she has a good mother.', 'Fanny had a bad dream last night. She is worried about getting into the University of Michigan. Andy comforts her.']","Fanny shares her nightmare and university fears with Andy, who offers a positive perspective.",0.2322,0.9074,0.6751
492,"['#Person1# and Ted talk about holidays. Ted will stay at home and #Person1# will go to China.', 'Ted and #Person2# are discussing the place where they are going to take a holiday.', ""Ted's wife will stay with her parents for a few weeks, but Ted doesn't like living with them. #Person1# will go to China with her husband.""]",#Person2# is undecided about holiday plans due to wife's visit to her parents; #Person1# plans to travel to China.,0.2115,0.8864,0.6749
334,"[""#Person2# wants to have a picnic this weekend. #Person1# says it's going to rain, but #Person2# doesn't believe it."", '#Person1# and #Person2# talk about the weather and #Person2# invites #Person1# to have a picnic.', ""#Person1# and #Person2#'d have a picnic this weekend but #Person1# is afraid of the rainy weather.""]","Two friends discuss weather preferences, plan a picnic, but worry about potential rain.",0.1969,0.8714,0.6745
390,"['Tina plays the piano well because she has an excellent teacher. She agrees to introduce #Person1# to her teacher.', 'Tina plays the piano well because she has an excellent teacher. #Person1# wants to learn piano from that teacher and Tina will introduce her teacher.', 'Tina plays the piano well because of her excellent teacher and she agrees to introduce #Person1# to her teacher .']",#Person1# learns about Tina's 8-year piano journey with her award-winning UK teacher and expresses interest in joining the lessons.,0.2173,0.8915,0.6743
263,"['#Person2# introduces one program about Islam to #Person1#. They are talking about the pilgrimages of Muslims and people in other faiths.', ""#Person1# and #Person2# talk about pilgrims around the world, including Muslims' pilgrimage to mecca and Christians' pilgrimage to Canterbury or Vatican. #Person2# thinks faith heals people instead of magical places."", '#Person2# watches a program about Muslim pilgrims and talks about how pilgrims are like in other religion with #Person1#']","#Person1# and #Person2# discuss the significance and dangers of religious pilgrimages, particularly the Islamic Hajj, and the role of faith in healings.",0.2289,0.9014,0.6726
293,"['#Person1# introduces Henry to Pete. The three persons talk about their previous experiences and life and decide to go to a bar after dinner.', '#Person1# introduces Henry Johnson, an expat in China to Pete. Mr. Johnson shares with Pete how much he enjoys his time in China, until #Person1# interrupts and tries to finalize the evening plan. The three decide to go have dinner and then to a bar district.', '#Person1# introduces Henry Johnson to Pete for they come from the same city and the latter two exchange ideas about Beijing, Karaoke particularly. The three decide to go have dinner and then to a bar district.']","#Person1# introduces Pete to Henry, both from New York, now living in Beijing and Manhattan respectively. They plan an evening in Beijing's bar district.",0.2306,0.9026,0.672
184,"[""#Person2# wants to borrow romance videos for #Person2#'s daughter and asks the detailed cost and tenancy term. #Person1# reminds of the overdue fee."", '#Person1# serves #Person2# to borrow movies and tells #Person2# the price and when to return them.', ""#Person2# wants to borrow some Romance movies for #Person2#'s daughter. #Person1# asks #Person2# to register a member card. The movie rental comes to seven dollars and fifty cents in total and needs to be returned on time.""]","#Person2# rents movies from #Person1#'s store, understanding the rental fees, return policy, and the need for a membership card.",0.2303,0.9001,0.6699
172,"[""Tom complains about his unhappy lunch experience in the fast-food restaurant while Catherine enjoyed her home-made meal. Catherin doesn't like fast food and says most Americans avoid it too."", 'Tom complains about his terrible lunch at the food station to Catherine. Catherine brings lunch from home because she does not like fast food and thinks it is unhealthy.', ""Tom tells Catherine he had an underdone sandwich for lunch. Catherine doesn't like fast food because she thinks it's not healthy. She explains that two-thirds of Americans may avoid places like McDonald's and KFC.""]",Tom and Catherine discuss their contrasting lunch experiences and the prevalence and health implications of fast food.,0.2147,0.884,0.6693
339,"['#Person1# and #Person2# are playing burning Questions.', ""#Person1# and #Person2# ask and answer each other's questions about love life and future in turn."", '#Person1# and #Person2# are asking each other some imaginary questions.']","#Person1# and #Person2# discuss hypothetical scenarios involving dating, winning the lottery, and reactions to marriage.",0.2542,0.9233,0.6691
239,"['#Person2# tells #Person1# #Person1# can park at a parking structure and show #Person1# the direction.', '#Person1# is asking #Person2# for parking information on campus.', '#Person2# tells #Person1# a parking structure for parking and where it is.']","#Person1# asks about parking, #Person2# suggests the western student structure but is unsure of current availability.",0.2398,0.9087,0.669
64,"['#Person1# and #Person2# feel happy because #Person1# is pregnant.', ""#Person1# and #Person2# are happy about #Person1#'s pregnancy."", '#Person1# is pregnant. She and #Person2# feel happy.']","#Person1# joyfully announces her pregnancy to #Person2#, who reacts with surprise and immense happiness.",0.2648,0.9336,0.6688
217,"['#Person1# asks #Person2# how to use the library. #Person2# offers specific directions.', '#Person1# is asking #Person2# how to use the library and will check out two books.', '#Person1# wants to use the library. #Person2# teaches #Person1# to use the library and helps to check out two books.']","#Person1# learns about library rules and procedures from #Person2#, and expresses interest in spoken English books.",0.25,0.9185,0.6685
26,"['May is helping her mother to do some preparation for the picnic.', ""May's mother asks May for help in preparing for a picnic. May gives her a hand."", 'Mom asks May to help to prepare for the picnic and May agrees.']","Mom and May plan a picnic, discussing food and essentials, but May declines Daniel's help fearing complications.",0.2282,0.8963,0.6682
425,"['Steven calls Mr. Sellers and asks him what he should do to deal with a power failure.', 'Mr. Sellers instructs Steven to solve the power failure by replacing bad fuses.', ""Steven tries to do the repairment under Mr. Seller's instruction to solve power failure.""]","Steven reports power outage, Mr. Sellers advises checking for blown fuses in basement and replacing if necessary.",0.2076,0.8758,0.6682
48,"['#Person1# and #Person2# are talking about the low temperature at night, although spring has come.', '#Person1# and #Person2# agree that it still felt very cold in spring.', '#Person1# and #Person2# talk about the weather and how to keep warm.']","#Person1# and #Person2# discuss adjusting to spring's fluctuating temperatures, using sunlight and air conditioning for warmth.",0.2672,0.9353,0.6681
328,"[""#Person1# and #Person2# are talking about the dormitory deposit for next year. #Person2# wants to live off campus because #Person2# wants a quiet place. #Person1# thinks it's too expensive compared with living in the school dorm room."", '#Person1# pushes #Person2# to pay for the dormitory soon, but #Person2# is thinking about living off campus. They analyze the advantages and disadvantages of living on and off campus.', '#Person2# is not sure whether to rent a house with a higher cost or live on campus with a lower cost.']","#Person1# warns #Person2# about dormitory scarcity and deadline, but #Person2# is undecided due to dorm noise.",0.2294,0.8975,0.6681
12,"['Tony got caught cheating and feels ashamed. Steven tells him to learn from it and study hard.', 'Tony tells Steven that he failed a class because of cheating and he feels awful.', 'Tony tells Steven that he cheated on the exam and realized his mistake.']","Tony regrets cheating on a test, fears father's reaction, and vows to study harder after advice from friend Steven.",0.228,0.8959,0.6678
194,"[""#Person1# tells Linda that #Person1# cannot find #Person1#'s cellphone anywhere and they need to go to the wedding. #Person1# remembers it was left in the barkery."", ""Linda and #Person1# fail to find #Person1#'s phone because it was left in the bakery, but they are in a hurry to the wedding."", ""#Person1# and Linda are going to the wedding in 15 minutes, but #Person1#'s cellphone was left in the bakery. #Person2# will call the bakery.""]","#Person1# misplaces phone before a wedding, remembers leaving it at a bakery. #Person2# plans to retrieve it before the event.",0.2339,0.9017,0.6678
163,"['#Person1# and #Person2# are discussing where to have fun, and they decide to go to the theater tonight.', '#Person1# and #Person2# are talking about what to do tonight and they finally decide to go to watch a show.', ""#Person2# hasn't been to the theater for a long time, so #Person1# and #Person2# decide to make a reservation for a show at the Sanger Theater.""]",#Person1# and #Person2# plan an evening at the Sanger Theater in New Orleans after discussing previous activities.,0.2554,0.923,0.6677
498,"['Steve is looking for a new place to live and Matthew thinks his neighbor Mrs.Thou might help.', ""Matthew and Steve meet after a long time. Steve is looking for a new place to live. Mathew's neighbor is moving out and They might be neighbors again."", 'Steve has been looking for a place to live. Matthew indicates that his neighbor could be possibly available soon and Steve can go to have a look.']",Matthew seeks a new home; Steve suggests his neighbor's soon-to-be vacant apartment and arranges a viewing.,0.2285,0.8959,0.6674
37,"[""#Person2# let in someone and #Person1# thinks it was #Person2#'s fault."", '#Person1# blames #Person2# for letting someone in without much discretion.', '#Person1# advises #Person2# not to let anyone in casually.']","#Person1# criticizes #Person2#'s trust in strangers, prompting a debate about caution versus trustworthiness.",0.2472,0.9144,0.6672
311,"[""#Person2# is holding a baby shower for #Person1# and there are many presents for #Person1#. #Person1#'s water broke."", ""#Person2# helps #Person1# to open the presents for #Person1#'s baby at the baby shower. #Person1#'s water broke."", ""#Person2# organized a great baby shower for #Person1#. #Person1# receives many gifts. #Person1#'s water broke.""]",#Person1#'s baby shower turns urgent as her water breaks amidst gift opening and game playing.,0.2149,0.8816,0.6667
178,"['The hotel is fully booked and #Person1# offers #Person2# the information about hotels nearby.', ""#Person1#'s hotel is full and #Person1# recommends #Person2# another hotel."", ""#Person1# recommends #Person2# going to the Sunset Hotel to find vacant rooms as #Person1#'s hotel is full.""]",#Person2#'s request for a room at #Person1#'s place is declined due to unavailability; Sunset Hotel is suggested instead.,0.2305,0.897,0.6665
380,"[""#Person2# talks about #Person2#'s hobby of collecting stamps. And they all agree that stamps collecting gives more pleasure than becoming wealthy."", ""#Person2# describes #Person2#'s own stamp collecting hobby and the first postage stamps to #Person1#. They all agree that stamps collecting gives much pleasure than becoming wealthy."", ""#Person2# talks about #Person2#'s interest in collecting stamps and the first postage stamps with #Person1#. It gives #Person2# much pleasure. They all agree that stamps collecting gives much pleasure than becoming wealthy.""]","#Person2# shares his passion for stamp collecting, started at age ten, and discusses the historical significance of British stamps.",0.2161,0.8826,0.6665
375,"[""Brandon is signing up for a website to improve his writing skills. #Person1# thinks this website is stealing personal information and tries to stop Brandon. But Brandon doesn't believe."", ""Brandon is signing up for a free website to improve writing skills but it requires personal information. #Person1# thinks the website cannot be trusted but Brandon doesn't believe so. Therefore, #Person1# shuts down Brandon's computer to stop him."", ""Brandon is signing up for a free website that helps people improve their writing skills. #Person1# thinks it's fishy to collect for people's credit card information, and stops Brandon.""]",#Person1# stops #Person2# from falling for a potential scam on a website claiming to offer free writing skills improvement.,0.2161,0.8811,0.665
367,"[""#Person1# would like to store his luggage in #Person2#'s place to hit some places, but there is a deposit. He only has 30 minutes to consider."", ""#Person1# wants to hit some place, but he hesitates about lefting the luggage in #Person2#'s place because of an extra deposit."", ""#Person1# wants to hit some place. So he needs leaving the luggage in #Person2#'s place, but there is a deposit. He only has 30 minutes to consider.""]","#Person1# needs luggage storage after checkout, #Person2# offers space for a fee and deposit, paid via VISA. #Person1# hesitates.",0.2226,0.8868,0.6642
451,"['#Person1# shows #Person2# the sandalwood fans. #Person2# buys two small ones and a big one.', '#Person1# shows #Person2# some sandalwoods, #Person2# likes it and buys some.', '#Person2# wants some traditional Chinese arts and crafts. #Person1# shows her sandalwood fan and she buys some.']","#Person2# buys three sandalwood fans from #Person1#, who provides information and completes the sale.",0.258,0.922,0.664
88,"['#Person2# tells #Person1#, in Russia, things happen very fast except for bank business, while in Canada people are calmer.', ""#Person1# and #Person2# are talking about the differences between Russia and Canada. #Person2# tells #Person1# that almost everything in Russia happens fast while it's the opposite in Canada."", '#Person1# and #Person2# are sharing their opinions towards how different is Russia from Canada in lifestyle, especially the speed in life.']","#Person2# compares life in Russia and Canada, highlighting Russia's fast pace, slow public services, and Canada's efficiency and relaxed nature.",0.2193,0.8828,0.6635
362,"[""#Person2#'s country exploits, exports, and imports natural resources. #Person1# thinks the government in #Person2#'s country should invests in infrastructure. #Person2# agrees."", ""#Person2# talks about #Person2#'s country's importing and exporting natural resources and the new-found deposits of precious stone. #Person1# thinks the government in #Person2#'s country should invest in infrastructure. #Person2# agrees."", ""#Person1# and #Person2# talk about exported and imported natural resources in #Person2#'s country. #Person1# thinks the government in #Person2#'s country should invest in infrastructure. #Person2# agrees.""]","#Person1# and #Person2# discuss their country's export of coal and copper, import of oil, iron, and aluminium, and potential revenue from newly discovered precious stones.",0.231,0.8943,0.6633
45,"[""#Person1# introduces Mark Leach to this week's People You Meet. Mark Leach describes his job responsibilities and gives advice to people coming to Britain."", ""#Person1# hosts the week's People You Meet, featuring Mark Leach. Mark introduces his work as an information officer in London."", 'Mark Leach introduces his information service and his work to the audience. He also offers suggestions for people coming to Britain.']","Mark Leach, an information officer at Britain Business Center, provides tourist information to half a million annual visitors with his multilingual team.",0.1963,0.8588,0.6625
363,"['#Person1# is going to an exhibition tomorrow. #Person2# knows little about art or sculpture and decides to go with #Person1#. They will meet at bus stop at 12:30.', '#Person2# cannot understand abstract art so #Person2# decides to go to an art exhibition of greek and roman sculpture with #Person1# tomorrow.', '#Person2# who hardly knows anything about art or sculpture will go to an exhibition with #Person1# tomorrow. They will meet at bus stop at 12:30.']",Two friends with differing art interests plan to visit a Greek and Roman sculpture exhibition at the National Gallery.,0.1985,0.8607,0.6622
106,"[""#Person2# wanted to join a small political party and thinks the smaller group can influence the larger one. #Person1# and #Person2# agree that most people don't fully understand politics."", ""#Person2# believes smaller political and pressure groups can influence large parties. #Person1# and #Person2# both agree that most people often don't understand politics fully."", ""#Person2# thought about joining a small party and thinks smaller political and pressure groups can influence larger ones. #Person1# and #Person2# agree most people don't understand political issues fully.""]","#Person1# and #Person2# discuss political party membership, the influence of smaller parties, and the public's political awareness.",0.2597,0.9214,0.6617
158,"[""#Person1# congratulates #Person2# on #Person2#'s new venture and expresses #Person1#'s willingness to help."", '#Person1# is willing to offer #Person2# help in setting up a law office.', ""#Person2# is going to set up #Person2#'s own law office. #Person1# wishes #Person2# good luck.""]","#Person2# plans to open a law office, seeking independence and receives support and well-wishes from #Person1#.",0.2524,0.9138,0.6614
179,"['#Person2# has applied for a student visa in the states and tells #Person1# about the rules and the required documents of applying for a USA visa and why they are so strict.', ""#Person2# tells #Person1# #Person2#'s applied for the student visa to study in the united states. They talk about the procedures, materials, and points for attention of the application."", '#Person2# tells #Person1# that #Person2# has applied for a student visa to the United States. #Person2# says many people are rejected because they are not careful about it.']","#Person2# discusses their US student visa application process and the challenges faced, especially for Chinese applicants.",0.2328,0.8938,0.661
273,"['#Person2# leaves the samples to Mr. Grant and will talk to him next week.', '#Person2# leaves Mr. Grant with samples and will call Mr. Grant later to know the decision.', ""#Person2# leaves the samples at Mr. Grant's so he can make a decision with more consideration.""]","#Person1# postpones decision on samples, #Person2# leaves them for further review and plans a follow-up call next week.",0.2328,0.8933,0.6606
301,"[""#Person2# wants to send a letter. #Person1# says it's five grams overweight plus overnight so seven dollars in all."", ""#Person1# helps #Person2# to buy stamps for #Person2#'s letter."", '#Person1# is helping #Person2# confirm the price for sending the letter.']","#Person2# seeks #Person1#'s help to mail an overweight letter, opts for registered overnight service, pays $10, and leaves.",0.2441,0.9043,0.6602
483,"[""#Person1# and #Person2# talk about working days. #Person2# has lunch breaks and doesn't mind cubicles, but #Person1# doesn't have coffee breaks and doesn't like cubicles."", '#Person2# describes how the working days are like, including the working hours and working contents, to #Person1#.', ""#Person2# has a typical 9 to 5 job and gets a bonus each month if #Person2# works overtime. #Person2#'s boss doesn't mind coffee break but #Person1#'s boss does. They both work in a cubicle.""]","#Person1# learns #Person2# works long hours without overtime, compensated by bonuses, enjoys flexible breaks, and is content with cubicle work.",0.2319,0.8912,0.6593
384,"['Tom suggests going swimming, but Jane refuses. They decide to meet at the Grill to eat and then go to study together in the library.', 'Tom suggests going swimming but Jane refuses beacuse of her paper due. After discussion, Jane finnally agrees to have dinner with him and then go to study together in the library.', 'Toms invites Jane to go swimming but Jane refuses because of a paper due. At last, Jane accepts his suggestion to have dinner and then study together in the library.']","Tom convinces Jane to combine dinner and a study session, despite her initial reluctance due to a paper deadline.",0.2374,0.8965,0.6591
109,"[""#Person1# and #Person2#'s parents are out on a date and will go out for dinner regularly."", 'The parents of #Person1# and #Person2# are out on a date.', ""#Person1# and #Person2#'s parent are out on a date to revive their old tradition.""]","Parents have weekly date night, leaving kids to arrange their own dinner. Pizza suggested as an option.",0.1898,0.8487,0.6589
288,"[""#Person1# cannot stand rainy days, but #Person2#'s been used to it."", '#Person1# complains to #Person2# about the miserable weather, but #Person2# is used to it.', '#Person1# and #Person2# have a chat about the current rainy season which #Person1# can hardly endure while #Person2# has already been used to.']","#Person1# dislikes the long rainy season and prefers warm weather, while #Person2# is more optimistic about the upcoming spring.",0.2608,0.919,0.6582
29,"[""#Person2# tells #Person1# #Person2#'s communication strategy."", 'Since #Person2# is very social, #Person1# asks for the communication strategy.', ""#Person2# shares #Person2#'s communication strategy with #Person1#.""]","#Person2# confirms being sociable, values sincerity in professional communication.",0.2284,0.8864,0.658
126,"['#Person2# has traditional Greek yogurt, which #Person1# thinks rather plain. #Person1# has an Italian tiramisu, which #Person2# thinks delicious. #Person1# goes and gets both of them a fried banana.', ""#Person2# tries Greek yogurt which #Person1# thinks it's rather plain. #Person1# has an Italian tiramisu which #Person2# thinks delicious. They both decide to have fried bananas and #Person1# will bring bananas back."", ""#Person2# tries Greek yogurt which #Person1# thinks it's rather plain. #Person1# has an Italian tiramisu which #Person2# thinks delicious. Then they want to have fried bananas and #Person1# goes out to buy some.""]","#Person1# and #Person2# enjoy different desserts, then decide to try a local delicacy, fried bananas.",0.2407,0.8987,0.658
