id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
410,"[""Mary argued with Ann because Ann canceled their trip because of her boyfriend's plans. After talking with #Person1#, Mary thinks she was selfish and call later to patch things up."", ""Mary was angry with Ann because Ann canceled their plan because of Ann's boyfriend. #Person1# comforts Mary and she will patch things up later."", 'Mary tells #Person1# about the argument she had with Ann, and after talking with #Person1#, she decides to call Ann to patch things up.']","Mary and Ann had a fight over a cancelled beach trip, but Mary plans to reconcile.",0.2168,0.8931,0.6763
426,"['Paula is asking #Person2# to come over and talk with Ms. Connors about the rent.', 'Paula has an economic problem with her landlord, Ms. Connors. #Person2# agrees to help when Paula talks to Ms. Connors.', 'Paula turns to #Person2# for help to straighten out things between her and the landlord, Ms. Connors.']",Paula seeks legal help from a friend after her landlord threatens eviction over a rent dispute.,0.2009,0.8769,0.676
160,"['#Person2# explains alternatives of sea transportation but #Person1# addresses the importance of boat in transoceanic cargo transportation.', '#Person1# and #Person2# are talking about the development of transportation and the importance of boats.', ""#Person2# tells #Person1# that ships and boats have been giving places to other transportations because people's life is getting faster, but #Person1# thinks they are still important.""]","Despite advancements in transportation, most transoceanic cargo is still transported by boat.",0.1913,0.8672,0.6759
181,"[""#Person1# asks about online shopping. Mary favors it as it's time-saving and economical. Then she helps #Person2# shop online."", '#Person1# inquires Mary about the price of products online and their payments. Mary teaches #Person1# how to shop online.', 'Mary tells #Person1# the advantages of shopping online and #Person1# should open an online bank account and try it.']","Mary prefers online shopping for its convenience, lower prices, and wide variety of products.",0.1986,0.8743,0.6757
249,"[""#Person2# likes a T-shirt in #Person1#'s clothes shop. #Person1# recommends one section for #Person2#."", ""#Person2# goes to shop for clothes and is told there is a sale. #Person2# buys clothes under #Person1#'s recommendation."", ""#Person2# buys summer clothes with 20% off at #Person1#'s shop.""]","Person 2 shops for summer clothes at a store offering a 20% discount, and purchases a T-shirt and skirt.",0.2034,0.8763,0.6729
13,"['#Person1# is catching a train. Tom asks #Person1# not to hurry.', '#Person1# is in a hurry to catch a train. Tom tells #Person1# there is plenty of time.', ""#Person1# is rushing to catch a train but Tom thinks it isn't necessary.""]",Person 1 realizes it's later than expected and rushes to catch the nine-thirty train.,0.1989,0.8715,0.6726
32,"[""#Person1# joins #Person2#'s interview workshop. They discuss the tips to improve their interview performance."", '#Person1# takes an interview workshop. #Person2# offer #Person1# some useful tips on getting ready for an interview.', 'In the workshop, #Person2# offer #Person1# some suggestions on how to perform well in interviews.']","#Person1# joins an interview preparation workshop, discussing key considerations like appropriate attire, friendly attitude, asking questions, and honesty.",0.2176,0.8896,0.672
468,"[""Morgan tells #Person1# that Chinese people seldom take leftover food home and #Person1# thinks it's a waste. Morgan suggests #Person1# take the leftover pig feet home. #Person1# decides to try to do it once."", ""#Person1# asks Morgan about the food ordering tradition and thinks it's wasteful for Chinese not to take leftover home."", ""#Person1# asks about people taking left-over food in China. Morgan tells #Person1# it's not common and explains this is a tradition. As #Person1#'s parents grew up eating pig's feet, #Person1# thinks the pig feet are OK.""]",Person 1 and Person 2 discuss the Chinese tradition of ordering excess food at restaurants and not taking leftovers home.,0.2116,0.8836,0.672
91,"['#Person1# wants to rent an economy car from #Person2# for $19 a day or $129 a week.', '#Person1# rents a car from #Person2#', ""#Person1# rents an economy car in #Person2#'s shop.""]",#Person1# inquires about car rental prices and proceeds to rent one for the next day.,0.2232,0.8945,0.6713
391,"[""#Person2# introduces #Person2#'s strength, weakness in #Person2#'s work and career planning to #Person1#. #Person1# thinks #Person2#'s background and personality suit the job well."", ""#Person1# evaluates #Person2#'s ability and personality by asking #Person2# 's strengths, weaknesses and career planning. #Person1# finds #Person2# is a suitable candidate."", ""#Person1# is interviewing #Person2#. #Person1# thinks #Person2# answers #Person1#'s questions beautifully, and is the person they want.""]","Person 2 discusses strengths, weaknesses, and future goals in a job interview, impressing Person 1.",0.1932,0.8644,0.6713
492,"['#Person1# and Ted talk about holidays. Ted will stay at home and #Person1# will go to China.', 'Ted and #Person2# are discussing the place where they are going to take a holiday.', ""Ted's wife will stay with her parents for a few weeks, but Ted doesn't like living with them. #Person1# will go to China with her husband.""]",Ted is undecided about his holiday plans while his friend plans to visit China.,0.2011,0.8719,0.6707
10,"['#Person2# plans to have a trip in Hebei but #Person1# says there are sandstorms in there.', ""#Person1# tells #Person2# Hebei was experiencing severe sandstorms and sandstorms threaten people's health."", '#Person2# wants to travel to Hebei but #Person1# informs #Person2# of terrible sandstorms there.']","Person 2 considers visiting Hebei, but Person 1 warns about severe sandstorms and related health issues in northern China.",0.2378,0.9083,0.6705
87,"[""Ms. Ross and Mr. Fisher are having a coffee chat face to face. They talk about their career, child, life, and then get down to business. Ms. Ross will provide service for a presentation on Saturday 24 October in the morning held by Mr. Fisher. They are discussing the preparations as time, food, furniture, guest numbers. A problem is Mr. Fisher sent out 100 invitations but the room's capacity is only about 50."", ""Ms. Ross helps Mr. Fisher make arrangements for a presentation. Mr. Fisher decides to serve a pre-lunch snack buffet and designs the room setting. Mr. Fisher isn't sure about how many people to come and Ms. Ross is worried that there might be too many people because the room is small."", ""Ms. Ross and Mr. Fisher start the conversation with greetings. Then they discuss the preparation for a presentation. Ms. Ross confirms the details of the presentation, including schedule, food service. Ms. Ross is concerned that Mr. Fisher's sent too many invitations than the room capacity.""]","Mr. Fisher and Ms. Ross discuss arrangements for a presentation, including room setup, refreshments, and potential attendance.",0.2268,0.8973,0.6705
282,"['#Person2# thinks the function of movie theatres should be updated.', '#Person2# thinks the movie industry should be revolutionized to survive the threat from DVD industry.', '#Person1# and #Person2# talk about the possible destiny of movie theatre.']",#Person2# believes movie theaters need to evolve into social hubs to survive the DVD industry challenge.,0.2512,0.9217,0.6705
119,"['#Person1# and #Person2# are both unemployed. #Person2# suggests applying for the electrician program and #Person1# agrees.', 'Both #Person1# and #Person2# lost their jobs. They would like to apply for the electrician program.', '#Person1# and #Person2# plan to apply for the electrician program after they were laid off.']",Two friends discuss job loss and potential opportunities in an electrician program.,0.2169,0.8871,0.6701
484,"[""Nick asks Alice how to use washing machines and dryers. Alice teaches him and she's surprised to find that he never washed clothes before. Nick tells her he is from Taiwan, where the mother does everything for the kids. Alice will help Nick to learn how to live on his own."", ""Nick is new here and he has never done washing himself. So he asks a girl called Alice for help. Alice's surprised but still teaches him how to use the machines. Nick tells her his mother used to do everything for him."", ""Nick has never used washing machines before, and he turns to a girl for help. Nick appreciates Alice's help and tells her his mother used to do washing for him. Alice will help him be more independent.""]","Alice helps Nick, a Taiwanese student who has never done laundry before, learn how to use washing machines.",0.2279,0.8972,0.6693
368,"[""#Person1# wants to know the charge at #Person2#'s buffet party."", '#Person1# asks the price of the buffet and the charges for drinks.', ""#Person2# tells #Person1# the charge policy at #Person2#'s buffet.""]","A family of three is dining at a buffet costing $30 per adult and $20 per child, with additional charges for alcohol.",0.1801,0.8486,0.6685
196,"['#Person2# plans to take a business class in the summer vacation while #Person1# prefers to relax.', '#Person1# and #Person2# share their plan for summer vacation and their visions of the future.', '#Person2# is going to take a business class and work part-time during summer vacation. #Person1# wants to relax.']","#Person1# looks forward to summer for relaxation and travel, while #Person2# plans to study and work for future success.",0.264,0.932,0.668
219,"['#Person1# stops #Person2# from taking photos in the museum.', ""#Person2# breaks the museum's rule of non-taking pictures."", '#Person1# asks #Person2# not to take pictures and takes his phone temporarily']","#Person1# informs #Person2# about the museum's no-photography rule and confiscates their camera, directing them to the souvenir shop for postcards.",0.249,0.9169,0.6679
311,"[""#Person2# is holding a baby shower for #Person1# and there are many presents for #Person1#. #Person1#'s water broke."", ""#Person2# helps #Person1# to open the presents for #Person1#'s baby at the baby shower. #Person1#'s water broke."", ""#Person2# organized a great baby shower for #Person1#. #Person1# receives many gifts. #Person1#'s water broke.""]",#Person1#'s baby shower turns into a rush to the hospital as her water breaks.,0.2214,0.8887,0.6674
409,"['The high price of a two-for-one happy hour special shocks #Person1#.', '#Person1# orders drinks and food but finds them expensive.', ""#Person1# orders some food at #Person2#'s but finds the price is higher than expected.""]","#Person1# orders Heineken, Budweiser, nachos and mozzarella sticks, shocked at the $80 bill.",0.2118,0.8776,0.6658
212,"[""Bill tells Jim that Dick's been sick."", ""Dick's been sick and will come back as soon as possible."", ""Bill tells Jim about Dick's health condition.""]",Dick has been sick since returning from Italy but is now recovering and can resume work soon.,0.2216,0.8873,0.6657
118,"['#Person1# is a new member who wants to use the machines. Johnson teaches #Person1# to get a card to keep track of the progress and record the suitable weight for each machine. #Person1# stops training as Johnson suggests and will go through the rest of the machines next time.', 'Johnson is teaching #Person1# how to use the training machines. He introduces a training card that allows #Person1# to keep track of the weight used on each machine. #Person1# is exhausted when there are still 7 machines left. Johnson suggests #Person1# stop to train and go through the rest of the machines next time.', 'Johnson shows #Person1# the correct way to use weights machine and tells #Person1# using a card to keep track of exercise intensity. #Person1# stops training as Johnson suggests and will go through the rest of the machines next time.']","New gym member learns how to use machines and track progress, but gets exhausted before completing all machines.",0.2146,0.88,0.6654
65,"[""#Person1# and #Person2# think John's fallen for a girl."", ""#Person1# and #Person2# talk about John's dating life."", '#Person1# and #Person2# are talking about a couple.']","John is possibly in love, dating a girl daily; they are considered a perfect match.",0.1935,0.858,0.6644
152,"['#Person2# offers #Person1# suggestions about what to eat. #Person1# will go to Panda Express.', '#Person1# wants to eat something and #Person2# gives some advice. #Person1# finally goes to eat Chinese food.', '#Person1# is hungry. #Person2# says the Chinese food from Panda Express is good.']",Person 1 decides to get Chinese food from Panda Express after a suggestion from Person 2.,0.2422,0.9059,0.6637
404,"[""#Person1# and #Person2# are talking about where their relationship is going with a gun in #Person1#'s hand."", ""#Person1#'s is talking about where the relationship with #Person2# is going with a gun in hand."", '#Person1# asks where the relationship with #Person2# is going and #Person2# gives the answer.']",A tense conversation about love ends with a relieved confession and a plea to put down a gun.,0.1919,0.8556,0.6637
297,"['#Person1# is interviewing #Person2# and asking #Person2# some information relating the job.', '#Person2# has a conversation with #Person1# about a job position. #Person2# is willing to work weekends, travel around, and is able to speak some foreign languages.', '#Person1# interviews #Person2# to see whether #Person2# fits in the job requirements.']","#Person2# is confident about a new job involving weekend work, travel, meeting people, and public speaking, and speaks multiple languages.",0.2138,0.8764,0.6626
381,"['#Person1# interviews Tom about his experience to start a company selling green products, how to live a mildly green life and to learn from mistakes.', '#Person1# inquires Tom about his successful business experience and his own green life and how to learn from mistakes.', '#Person1# is interviewing Tom about how he had his own company, how he found the money, what aspects of his life are green, and if he has done something wasteful.']","Tom, a successful businessman, started his journey in high school and now owns a green products company, funded by 50 investors.",0.2081,0.8701,0.6621
257,"[""#Person1# and Judy are sorting out their cost to France. Since #Person1# thinks it's too much, they decide to choose the Youth hotel to save some money."", 'Judy explains to #Person1# about the budget for a trip and tries to lower the cost by choosing a economic hotel.', '#Person1# and Judy have a discussion on their financial budget and find out ways to save money.']","Judy and her friend discuss their travel budget of 13,000 RMB, considering costs for transportation and accommodation.",0.2071,0.869,0.6619
274,"['#Person2# tells #Person1# the bus route to get to Sons.', '#Person2# offers bus information for #Person1# to go to Sons from PHS.', '#Person1# asks #Person2# the way to Sons from PHS.']",Person 1 needs to take buses 268 and 261 to reach Sons at Fair Oaks and Orange Grove.,0.1875,0.8472,0.6597
172,"[""Tom complains about his unhappy lunch experience in the fast-food restaurant while Catherine enjoyed her home-made meal. Catherin doesn't like fast food and says most Americans avoid it too."", 'Tom complains about his terrible lunch at the food station to Catherine. Catherine brings lunch from home because she does not like fast food and thinks it is unhealthy.', ""Tom tells Catherine he had an underdone sandwich for lunch. Catherine doesn't like fast food because she thinks it's not healthy. She explains that two-thirds of Americans may avoid places like McDonald's and KFC.""]","Tom had a bad lunch experience due to a crowded food station and undercooked chicken, while Catherine enjoyed her homemade meal.",0.2364,0.8949,0.6585
356,"[""#Person1# wants to know #Person2#'s experience in guiding."", '#Person1# asks #Person2# about experience in guiding .', '#Person2# tells #Person1# #Person2# has few guiding experiences.']","Person 2 has limited experience guiding, including showing American tourists around Chinese landmarks like Huangguoshu Falls.",0.1669,0.8254,0.6585
262,"[""Sarah is upset and complains to #Person1# about an inefficient meeting and Bob's interruption. #Person1# gives Sarah some suggestions on how to keep her speech short and sweet."", 'Sarah is upset because Bob kept interrupting everyone else during a meeting, making it impossible to elaborate her ideas. #Person1# gives Sarah a useful tip to get her point across at the next meeting.', 'Sarah is upset for being interrupted by Bob in an meeting and is not able to put forward the points, to which #Person1# offers some useful tips.']","Sarah is upset after a meeting where her suggestions were ignored, and she seeks advice on effective communication.",0.2361,0.8944,0.6583
166,"[""#Person2# tells David about #Person2#'s planned a long trip for #Person2#'s vacation. David thinks it's nice."", ""David and #Person2# are talking about #Person2#'s plan for the vacation. David thinks it sounds good."", ""#Person2# tells David the plan for a tour and #Person2# will celebrate #Person2#'s brother's fortieth birthday when at Salt Lake City.""]",Person 2 is planning a four-day road trip to Salt Lake City for a family birthday celebration.,0.1915,0.8494,0.6579
222,"['Tom invites #Person1# to run in the morning. #Person1# would try to get up and join him.', ""Tom will stop by #Person1#'s house tomorrow, and #Person1# will try to get up to join his running."", 'Tom likes to run in the morning. #Person1# tries but fails. Tom invites #Person1# to run together tomorrow. #Person1# accepts.']","Tom invites his friend to join him for an early morning run, and they plan to meet at 6:30 am.",0.2194,0.8773,0.6579
294,"['Julie got food poisoning last Sunday and Mr. Jones cares about her health and study.', 'Julie explains to Mr. Jones that her absence of a week is due to food poisoning. Julie will make up for the missed lessons by learning the materials.', 'Mr. Jones asks Julie the reasons Julie got absent for class the whole week and finds out Julie got food poisoning.']","Julie missed school due to food poisoning, suspectedly from street food, but is recovering and keeping up with lessons online.",0.2222,0.8799,0.6577
478,"[""Mr. Kayne shares with the audience about how he took over and established his bicycle shop as a salesman and how he's running his business now."", 'Mr. Steven Kayne is invited to share his experience of establishing a bicycle shop by a business program.', '#Person1# interviews Mr. Kayne why he ran a bicycle shop. He says he loves it to be his own boss. His friends helped him and they could play when there were no customers.']","Steven Kayne, a former salesman, opens a bicycle shop, enjoying the flexibility and camaraderie it offers.",0.2281,0.8853,0.6572
452,"['#Person1# asks #Person2# about the factors influencing the company.', '#Person1# asks #Person2# for the factors that influence the company and the perspective of the corporation.', '#Person1# and #Person2# talk about external and internal factors influencing the corporation.']","External and internal factors like politics, economy, society, technology, human resources, and coordination impact a corporation's perspective.",0.1946,0.8509,0.6563
1,"['#Person2# arrives late because of traffic jam. #Person1# persuades #Person2# to use public transportations to keep healthy and to protect the environment.', ""#Person2# decides to follow #Person1#'s suggestions on quitting driving to work and will try to use public transportations."", '#Person2# complains to #Person1# about the traffic jam, #Person1# suggests quitting driving and taking public transportation instead.']",Person 2 considers switching to public transport or biking due to traffic and environmental concerns.,0.2114,0.8674,0.656
129,"['#Person2# wants a pair of Jordan shoes in size 41.', '#Person2# wants to buy a pair of Jordan shoes in size 41.', '#Person2# wants to buy a pair of Jordan shoes in size 41.']",Person 2 buys size 41 Jordan sports shoes on sale.,0.2485,0.9042,0.6557
193,"['Informed of the cost and duration by #Person2#, #Person1# chooses a cheaper way of mailing which takes more time.', '#Person2# offers #Person1# two ways to send the package and #Person1# chooses the cheaper one.', '#Person1# prefers sending the package by post to by first class after being told the price and the duration by #Person2#.']","#Person1# decides to send a package to Korea via a cheaper, slower method after discussing options with #Person2#.",0.2576,0.9134,0.6557
141,"[""#Person2# is worried about #Person2#'s daughter. #Person1# suggests #Person2# should encourage #Person2#'s daughter to make her own decision."", ""#Person1# advises #Person2# to let #Person2#'s daughter make her own decisions instead of worrying about her."", '#Person1# suggests #Person2# letting the child make own decision instead of worrying about her.']","Person 2 is worried about their daughter's indecisiveness about college, Person 1 advises letting her decide independently.",0.2249,0.8802,0.6553
272,"['#Person1# is buying a house and consulting #Person2# about the location, size and surroundings.', ""#Person2# will get back to #Person1# after knowing #Person1#'s specific needs for a house."", '#Person1# intends to buy a house and needs some information from #Person2#. #Person2# will call #Person2# after #Person2# finds one.']","#Person1# is seeking a medium-sized house in Pasadena or Arcadia, within the ABC School District, preferably with a view.",0.2052,0.8599,0.6547
221,"['#Person1# thanks Monica for giving a successful project presentation at the meeting. Monica attributes the success to collaboration.', 'Monica tells #Person1# her presentation was very successful because she got help from several colleagues and an economic expert.', '#Person1# praises Monica for her presentation. Monica admits her efforts and also gives the credit to her colleagues.']","Monica's successful presentation impresses colleagues and clients, acknowledging her team's support and expert consultation.",0.2325,0.8871,0.6546
4,"[""#Person1# is surprised at the Olympic Stadium'volume, capacity and interior setting to #Person1#."", '#Person2# shows #Person1# around the constructing Olympic stadium and introduces the stadium.', ""#Person2# introduces the Olympic Stadium's finishing time, capacity and interior setting to #Person1#.""]","Two people are touring a large Olympic park, which includes a 5000-seat stadium set to be completed in June.",0.1985,0.8521,0.6536
107,"[""#Person1# apologizes for mistakes in goods. #Person1# will be responsible for Mr. Wilson's loss, and take measures to avoid such mistakes."", ""#Person1# feels sorry for Mr. Wilson's loss caused by #Person1# and assures that such mistakes will not happen again."", '#Person1# apologizes for the loss caused by them to Mr. Wilson and assures that it will never happen again.']","Mr. Wilson apologizes for goods' mistakes, agrees to exchange faulty merchandise, and assures future improvements in packaging.",0.233,0.885,0.652
203,"['#Person1# first introduces the 2006 fiscal year marketing plan then analyzes their performance and explains with the sale graph.', ""#Person1# and #Person2# recall the goals they had in the marketing plan, and #Person1# compares last and this years' sales figure. Their performance has grown rapidly."", '#Person1# and #Person2# discuss the marketing goals they set this year to begin with and evaluate their sale performance which has grown greatly.']","The 2006 marketing plan aimed to appeal to younger consumers, revamp the company's image, and double overseas distribution.",0.2105,0.8625,0.652
42,"['#Person1# gives suggestions on job choices to #Person2#. #Person2# likes interactive media.', '#Person1# and #Person2# are looking at jobs. #Person2# is interested in the media industry.', ""#Person1# offers some job choices to #Person2#, but #Person2# doesn't like them.""]","#Person2# is considering a career in media, specifically interactive media.",0.231,0.8821,0.6511
188,"['#Person2# has insomnia because of academic stress and #Person1# suggests #Person2# relax and listen to some light or classical music to release pressure. #Person2# will try now.', ""#Person2# is too stressed to sleep well because of worrying about #Person2#'s grades. #Person1# gives #Person2# some suggestions that #Person2# should listen to some music and relax. #Person2#'ll try it now."", ""#Person2# is having a hard time sleeping because #Person2# worries about #Person2#'s grades. #Person1# recommends listening to light or classic music to release #Person2#'s stress.""]",Person 1 suggests relaxation techniques and listening to calming music to help Person 2 manage stress and insomnia caused by academic worries.,0.2239,0.8748,0.6509
351,"['#Person1# wants to go to Peking University. #Person2# suggests asking the policeman.', '#Person2# suggests #Person1# ask the policeman the way to Peking University.', '#Person1# asks #Person2# how to get to Peking University. #Person2# suggests asking the policeman.']","Person 1 asks Person 2 for directions to Peking University, but Person 2 is also a stranger.",0.2502,0.9011,0.6508
200,"[""It's #Person1#'s first time to China and #Person1# wants some Chinese cuisine. #Person2# recommends some but it's too far and #Person1# is starving. Then #Person2# suggests a nearby Quanjude restaurant and its Beijing roast duck. #Person1# will go there."", ""#Person1# is starving and wants to have authentic Chinese cuisine so #Person2# recommends some. #Person1# chooses the Quanjude restaurant as #Person2# wants to try the Beijing roast duck and it's nearby."", '#Person1# wants to try real Chinese cuisine. #Person2# recommends several ones. #Person1# decides to go to Quanjude restaurant.']",A hungry tourist in China seeks advice on local cuisine and decides to try Beijing roast duck at a nearby restaurant.,0.2199,0.8701,0.6502
387,"[""#Person1# wants to improve handwriting but can't see the progress. #Person2# tells #Person1# the most important is perseverance."", '#Person2# encourages #Person1# to persevere with handwriting practice when #Person1# complains about little improvement in handwriting.', ""#Person2# encourages #Person1# to keep practice handwriting, even though #Person1# hasn't got too much improvement now.""]","#Person1# is struggling to improve their handwriting, #Person2# encourages them to persevere and remain patient.",0.2662,0.9163,0.6501
420,"['#Person1# is looking for a new car. After #Person2# introduces the information and price of the Ford Focus, #Person1# decides to test it.', '#Person2# introduces the Ford Focus to #Person1# who wants to buy a new car. #Person2# describes every detail of the car and #Person1# decides to have a test drive.', '#Person2# gives #Person1# a full introduction of the Ford Focus #Person1# intends to test drive it.']","#Person1# is trading in their old car for a new, fuel-efficient Ford Focus with a powerful engine, on sale with 0% down payment.",0.2163,0.8655,0.6493
497,"['Alice guides #Person1# to use the washing machine and the dryer. Alice began to wash her clothes at the age of 12, but #Person1# has never done that before.', ""#Person1# asks Alice how to use the washing machine and the right way to wash clothes on campus. #Person1# tells Alice it's #Person1#'s mother who does all the washing at home."", ""#Person1# doesn't know how to use the washing machine and asks Alice for help. Alice tells #Person1# how to use it. #Person1#'s never washed clothes before because #Person1#'s mother did the washing for #Person1#.""]","#Person1# learns how to use laundry machines from #Person2#, revealing they've never done laundry before due to cultural differences.",0.2526,0.9018,0.6493
21,"['#Person2# is describing the educational background and previous working experience to #Person1# in a job interview.', '#Person2# is being interviewed by #Person1#. #Person2# is equipped with a bunch of valuable office skills.', ""#Person1# asks about #Person2#'s special skills, training, previous working experience and other qualification for the job.""]","#Person2# is a skilled programmer and secretary with a doctor and driving license, proficient in English, shorthand, typing, and office procedures.",0.2148,0.864,0.6492
215,"['The doctor suggested #Person2# clean up the diet.', ""#Person2# will be on a diet for #Person2#'s health."", ""#Person1# agrees with #Person2#'s doctor that #Person2# should diet.""]",Doctor advises #Person2# to eat less and cut red meat from diet.,0.2515,0.9001,0.6486
40,"[""#Person1# wants to change the broken pendant in #Person2#'s shop."", ""#Person1# goes back to #Person2#'s shop to replace a broken pendant."", '#Person1# wants a product changed from #Person2#, and #Person2# agrees.']",A customer's pendant broke and the shop agreed to replace it upon presentation of the receipt.,0.2136,0.8618,0.6482
228,"['#Person2# wants to make a reservation for a round trip flight this month. #Person1# helps #Person2# book the cheapest flight and vegetarian meals.', '#Person2# is asking #Person1# to make a flight reservation. #Person2# chooses the cheapest flight and asks #Person1# for their departure and arrival times.', '#Person2# is calling #Person1# to make a round trip flight reservation to and back from Helsinki and asks for the cheapest flight available.']","Person 2 books a flight to Helsinki, Finland for the 23rd of the month, returning on the 29th, with a vegetarian meal request.",0.2174,0.8648,0.6474
12,"['Tony got caught cheating and feels ashamed. Steven tells him to learn from it and study hard.', 'Tony tells Steven that he failed a class because of cheating and he feels awful.', 'Tony tells Steven that he cheated on the exam and realized his mistake.']","Tony confesses to Steven about getting caught cheating on a test, expressing regret and fear of his father's reaction.",0.2695,0.9167,0.6472
306,"['#Person2# is worried about one man, and #Person1# thinks that that man might be on the way home now.', '#Person2# is worried about a man, but #Person1# thinks it would be fine.', '#Person2# is worried about a man but #Person1# is not.']","Person 2 is worried about someone who is late, while Person 1 reassures them.",0.2458,0.8929,0.6471
263,"['#Person2# introduces one program about Islam to #Person1#. They are talking about the pilgrimages of Muslims and people in other faiths.', ""#Person1# and #Person2# talk about pilgrims around the world, including Muslims' pilgrimage to mecca and Christians' pilgrimage to Canterbury or Vatican. #Person2# thinks faith heals people instead of magical places."", '#Person2# watches a program about Muslim pilgrims and talks about how pilgrims are like in other religion with #Person1#']","The program discusses the Islamic pilgrimage, Haj, its significance, dangers, and compares it to Christian pilgrimages to Canterbury and the Vatican.",0.2173,0.8627,0.6455
451,"['#Person1# shows #Person2# the sandalwood fans. #Person2# buys two small ones and a big one.', '#Person1# shows #Person2# some sandalwoods, #Person2# likes it and buys some.', '#Person2# wants some traditional Chinese arts and crafts. #Person1# shows her sandalwood fan and she buys some.']",A customer buys two small and one large sandalwood fans from a Chinese arts and crafts store.,0.2302,0.8753,0.6451
5,"['#Person1# wants to create a company and is going to write a business plan. #Person2# gives #Person1# suggestions on how to summarise business ideas, describe the service, differ from competitors and attract investment in a good business plan. #Person1# decides to stick to the old job.', '#Person1# abandons the idea of creating a company after #Person2# explains what a business plan includes. #Person2# specifies that a well-written business plan includes an executive summary, goods and service description, strategy and implementation, and financial analysis.', ""#Person1# wants to start #Person1#'s own business, but #Person2# warns #Person1# of the hassle. #Person2# tells #Person1# what is needed in a business plan and #Person1# decides to stick to the old job for now.""]","#Person1# decides to quit job and start own company, but reconsiders after learning about the complexities of writing a business plan.",0.2427,0.8856,0.6428
446,"[""#Person1# and #Person2# decide to go to Carrots where can meet everyone's requirements with others tomorrow evening."", ""#Person1# and #Person2# discuss the restaurant to eat with friends and find that the suitable restaurant isn't open today, so they decided to go tomorrow evening instead."", ""To better cater to more people's taste, #Person1# and #Person2# discuss which restaurant they should go to.""]",Friends plan to dine at Carrots tomorrow evening due to dietary preferences and availability.,0.2093,0.8515,0.6422
78,"['#Person1# is interviewing #Person2#. They discuss department #Person2# wants to work in, salary, and fringe benefits.', ""#Person1# asks #Person2# how well #Person2# knows about the company, #Person2#'s ideal department, and current salary. #Person2# also asks #Person1# about the company's benefits and insurance."", '#Person1# interviews #Person2# about the understanding of this company, personal preference, and salary expectation. #Person2# asks about the fringe benefits.']","Person 2 interviews for a sales position at a large toy company, discussing salary, benefits, and insurance.",0.227,0.869,0.6421
56,"[""#Person1# lost #Person1#'s passport. #Person2# suggests #Person1# fill in the lost property report and inform the embassy of the situation so they can issue a new passport in case it cannot be found."", ""#Person1# asks #Person2# for help to find #Person1#'s passport. #Person2# checks the shoe department but finds nothing. Thus, #Person2# lets #Person1# fill in a report and contact the embassy."", '#Person1# lost the passport. #Person2# suggests #Person1# fill in the lost property report and contact the embassy.']",Person 1 lost their passport and is advised to contact their embassy for a replacement.,0.2315,0.8734,0.6419
395,"['#Person1# has no jobs but is unwilling to go home. #Person2# lends $50 to #Person1#.', ""#Person2# asks #Person1#'s situations about #Person2# job and lends #Person1# $50 to wish #Person1# good luck."", '#Person1# borrows $50 from #Person2# and will pay back once #Person1# gets a job.']","#Person1# borrows $50 from #Person2#, hoping it will bring luck in their job search.",0.2772,0.9191,0.6419
43,"['#Person2# feels bored with the meeting. #Person1# gives #Person2# some suggestions on how to entertain but finally asks #Person2# to keep quiet.', '#Person1#, a reporter, takes #Person2# to a forum. #Person2# is bored and tries to find a pastime.', '#Person2# tells #Person1# that #Person2# is bored and explains the reasons, so #Person1# suggests #Person2# read some old newspapers and be quiet.']","#Person1#, a Daily News employee, insists #Person2# endure a boring event, suggesting they entertain themselves with old newspapers.",0.2619,0.9037,0.6418
394,"['Bob and #Person1# talk about the last weekend and decide to play a game together this weekend.', ""#Person1# and Bob share their last weekend's activities. And they decide to play a game this weekend."", 'Bob and #Person1# talk about what they did last weekend. And they decide to play a game together this weekend.']","Bob visited a friend and attended a dance party, while the other person watched TV, shopped, and played tennis.",0.215,0.8562,0.6412
483,"[""#Person1# and #Person2# talk about working days. #Person2# has lunch breaks and doesn't mind cubicles, but #Person1# doesn't have coffee breaks and doesn't like cubicles."", '#Person2# describes how the working days are like, including the working hours and working contents, to #Person1#.', ""#Person2# has a typical 9 to 5 job and gets a bonus each month if #Person2# works overtime. #Person2#'s boss doesn't mind coffee break but #Person1#'s boss does. They both work in a cubicle.""]","Person 2 works long hours without overtime pay, gets bonuses, has flexible breaks, and works mostly with computers in a cubicle.",0.2187,0.8597,0.641
131,"[""#Person1# asks Simon about his retirement and finds out Simon is on a trial scheme called phased retirement. He can work with his former company but manage his own time. #Person1# thinks it's good for Simon."", ""Simon tells #Person1# that he is on a scheme called phased retirement during which he had a six-month break from work, and after that he could apply for projects of the company he used to work for but manage his own time. #Person1# thinks it's good for Simon."", ""Simon tells #Person1# that he joined in a phased retirement scheme which offers retired people work positions from the former company, and he can manage his own time. #Person1# thinks it's good for Simon.""]","Simon enjoys retirement, spending time with family and traveling, but also works part-time through a phased retirement scheme with his former company.",0.2372,0.8772,0.64
