id,reference,prediction,ROUGE,BERTScore,Difference
132,"bénéficiaire de la carte Solidarité transports désirant donc résilier son abonnement à la carte Intégrale, se rendre en agence commerciale","Une cliente appelle pour savoir comment suspendre sa carte Navigo, ayant également une carte Solidarité. On lui conseille de résilier en agence.",0.2553,0.7188,0.4635
49,"Demande de renseignement sur l'état du trafic du RER B. Demande d'itinéraire entre Arcueil Laplace et gare du Nord sans passer par le RER. Prendre le bus 57 direction Porte de Bagnolet jusqu'à la Place d'Italie, puis la ligne 5 direction Bobigny jusqu'à la gare du Nord. Plainte de l'appelante suite aux mouvements de grèves.",Un appelant se renseigne sur l'état du trafic de la ligne B du RER et les alternatives en cas de grève.,0.2857,0.7481,0.4624
210,Demande de renseignements sur la perte d'un téléphone portable Alcatel Blanc sur la ligne de bus 20. Non retrouvé.,"Une femme appelle pour savoir si son téléphone Alcatel blanc a été trouvé dans un bus, mais il n'a pas été retrouvé.",0.2979,0.7588,0.4609
15,"rappel pour sac perdu dans métro avec un instrument de musique, l'objet semble retrouvé, vérification de la convergence des descriptions, appel station pour confirmer et indication station à l'appelant pour aller récupérer l'objet",Un homme appelle le service client pour signaler la perte de son sac contenant un hautbois dans le métro. Le sac est retrouvé et l'homme est informé.,0.2353,0.6953,0.46
28,Le client a une carte émeraude avec un coupon de grauité qui a été avalé par la machine à  la station la défense. Il a écrit au service réclamation et attend une réponse depuis 3 semaines. L'agent lui répond que ce délais est normal mais n'arrive pas à  contacter le service réclamation. Il faudra que le client rappelle dans une semaine. Le coupon sera renvoyé à  sa mairie.,Un ancien combattant a perdu sa carte Émeraude de la RATP et attend une réponse à sa réclamation.,0.2609,0.7197,0.4589
62,"passe navigo Solidarité transport perdu dans bus 113, appel centrebus, carte retrouvée, aller la chercher avant 20 heures",Une femme perd sa carte de transport Navigo sur le bus 113. Elle est retrouvée et peut être récupérée au terminus avant 20h.,0.2609,0.7191,0.4582
207,"première commande grands comptes de titres de transport pour une semaine pour une cinquantaine de personnes, transfert au service concerné",Un organisateur de séminaire cherche à obtenir des cartes de transport pour ses invités internationaux auprès de la RATP.,0.2381,0.6963,0.4582
100,"infos sur grève ligne bus 486 (pourtant notée 492, vérifier / Atis car), ligne privée, communication du numéro à joindre",Un client demande des informations sur une grève de bus et reçoit le numéro de téléphone du service concerné pour obtenir plus de détails.,0.2264,0.6845,0.4581
98,"longue attente du bus 125, sachant qu'il n'y en a que deux en tout du fait de la grève, demande du prochain passage, contact centre bus, indication prochain dans dix minutes",Une femme appelle pour se renseigner sur le bus 125 en raison d'une grève. On lui informe qu'un bus arrivera dans 10 minutes.,0.2667,0.7242,0.4575
144,"Demande d'information sur la perte d'un sac dans le métro ligne 7. Retrouvé, se rendre en station pour récupérer.",Un homme appelle le service client pour signaler la perte de son sac contenant un hautbois dans le métro. Le sac est retrouvé et l'homme est informé.,0.3019,0.7588,0.4569
147,La cliente veut contacter la personne responsable des autorisations de prise de vue. L'agent lui donne son numéro de téléphone et son mail.,"Un appelant demande des informations pour joindre une personne responsable des autorisations de prise de vue, l'interlocuteur fournit les coordonnées nécessaires.",0.3529,0.8096,0.4566
190,"Demande d'information sur le fonctionnement courant du bus 125, prochain passage dans une dizaine de minutes.",Une femme appelle pour se renseigner sur le bus 125 en raison d'une grève. On lui informe qu'un bus arrivera dans 10 minutes.,0.2791,0.7347,0.4557
21,"y a-t-il eu des incidents sur la ligne 13 et la ligne 6 ce matin, oui une panne matérielle a eu lieu puis un voyageur malade, indication des horaires exacts et stations concernées, ces infos sont-elles accessibles en ligne, oui en temps réel mais pas un historique",Un homme se renseigne sur les incidents survenus sur les lignes 13 et 6 du métro parisien ce matin.,0.2192,0.6747,0.4555
85,Demande de remboursement d'une carte navigo à cause d'une jambe cassée. Proposition de suspension de passe seulement en agence. Communication de l'adresse et du numéro de téléphone pour le remboursement.,"Une cliente avec une jambe cassée demande si elle peut se faire rembourser son passe Navigo annuel, car elle ne peut pas utiliser les transports en commun.",0.25,0.7055,0.4555
120,"suivi d'une demande de carte famille d'agent pour le fils de l'appelant, qui n'a pas encore eu de réponse, tentative de transfert directement au service concerné mais poste occupé, proposition de rappeler plus tard","Un agent de la RATP appelle pour se renseigner sur une demande de carte de transport pour son fils, mais ne parvient pas à joindre le service concerné.",0.2727,0.728,0.4553
204,"prix d'un abonnement mensuel ou annuel pour Paris-Creil, indication numéro SNCF car on sort du secteur RATP",Un client demande le tarif d'un abonnement Paris-Creil. L'agent l'informe qu'il doit contacter la SNCF pour cette information.,0.2791,0.7339,0.4548
113,Demande de renseignements sur les tarifs de cartes intégrales en fonction des zones de voyage.,"L'appelant cherche à mettre à jour les tarifs de la carte Intégrale dans son logiciel de paie, l'opérateur explique que les zones 7 et 8 ont été intégrées à la zone 6.",0.2745,0.7292,0.4547
48,"itinéraire et tarif Noisiel-Bobigny, et expression de satisfaction pour la rapidité de la réponse",Une personne demande des informations sur l'itinéraire et le tarif pour aller de Noisiel à Bobigny-Pablo Picasso en transport en commun.,0.3,0.7533,0.4533
50,Demande de renseignements sur la perte d'un dossier d'inscription dans le bus 38. Non retrouvé.,"Une femme a perdu le dossier d'inscription à la fac de sa fille dans un bus, mais il n'a pas été retrouvé.",0.3,0.753,0.453
11,Radiographies et ordonnances perdues dans le métro. Non retrouvées.,Une femme âgée a perdu ses radios médicales et ses ordonnances dans le métro et appelle le service des objets trouvés pour les récupérer.,0.2927,0.7447,0.4521
180,Demande de renseignements sur le temps de trajet sur la ligne 65 à une heure donnée étant donné qu'il y a des travaux. Aucun problème lié au travaux. Proposition d'un autre itinéraire en métro.,"Un homme se renseigne sur le trajet en bus de la mairie d'Aubervilliers à Saint-Claude, malgré les travaux en cours. Il envisage finalement de prendre le métro.",0.2647,0.7129,0.4482
104,"justificatifs à fournir pour obtenir une carte Orange dans le cadre d'un stage, une attestation d'hébergement et la copie de la CNI de l'hébergeur suffisent pour attester du domicile","Un stagiaire à Paris se renseigne sur les documents nécessaires pour obtenir une carte Orange, incluant un justificatif de domicile et une pièce d'identité.",0.2712,0.719,0.4478
33,demande du coût de l'appel au 3246 et remarque que cela devrait être signalé dans le message d'accueil,"Un appelant se plaint du manque de transparence sur le coût d'un appel téléphonique, l'interlocuteur promet de signaler le problème.",0.2553,0.7026,0.4472
128,La cliente voudrait savoir comment suspendre sa carte Navigo Intégrale. L'agent lui dit de se rendre dans une agence commerciale avec une pièce d'identité et son pass.,"Une cliente appelle pour savoir comment suspendre sa carte Navigo, ayant également une carte Solidarité. On lui conseille de résilier en agence.",0.3704,0.8168,0.4465
106,"itinéraire Gare de l'Est vers aéroport CDG demain matin, bus préférable au RER du fait de la grève, indication horaires, temps de trajet et tarif",Une personne se renseigne sur le transport de la Gare de l'Est à l'aéroport Charles de Gaulle pour le lendemain matin.,0.2593,0.7032,0.444
87,Demande d'étude d'itinéraire. Communication des différentes possibilités et du nombre d'arrêts.,Une femme demande des informations pour un itinéraire en bus et RER d'Aulnay-sous-Bois au Blanc-Mesnil pour un jeune homme allant en CAT.,0.2222,0.6661,0.4439
79,"Demande de dossier pour carte ImaginR. Pas d'envoi possible, dossiers disponibles dans tous les guichets.",Un client demande un dossier pour une carte Imagine+R. L'agent informe que les dossiers sont disponibles aux guichets et donne le numéro du service.,0.3256,0.7693,0.4437
56,"itinéraire de Porte de Saint-Cloud à Clichy-sous-Bois, adresse exate d'arrivée inconnue alors itinéraire vers la mairie, proposition d'un trajet métro puis RER puis tramway puis bus",Un individu demande des indications pour se rendre de la Porte de Saint-Cloud à Clichy-sous-Bois pour assister à un spectacle dans un théâtre.,0.3051,0.7482,0.4431
61,"Demande d'information sur l'état du trafic sur la ligne B 4. Communication de l'état actuel, mais impossible de donner l'état futur du trafic.","Un utilisateur demande des informations sur le trafic de la ligne B4, actuel et futur. L'agent confirme que 3 trains sur 4 circulent actuellement.",0.3077,0.7492,0.4415
164,"itinéraire gare Saint-Lazare vers Gare de l'Est en bus, tarif et fréquence, ainsi que trajet retour, proposition d'un trajet direct",Une femme demande des informations pour se déplacer en bus de la Gare Saint-Lazare à la Gare de l'Est à Paris.,0.2979,0.7373,0.4395
105,itinéraire dans Paris centre avec sortie à la station de métro la plus proche d'une adresse donnée,Une femme demande l'itinéraire pour se rendre à la rue de Reuilly depuis la Porte de Vincennes en métro.,0.2927,0.7282,0.4355
149,"carte émeraude avalée, demande de nouvelles car courrier envoyé pour réclamation, conseil attendre encore une semaine",Un ancien combattant a perdu sa carte Émeraude de la RATP et attend une réponse à sa réclamation.,0.2703,0.7031,0.4328
76,Demande de renseignements sur la fréquence des RER B entre Chätelet et Charles de Gaulle. Impossible de répondre précisément pour cause de grève.,"Un appelant du Novotel Paris demande la fréquence des RER B, mais l'interlocuteur ne peut pas fournir l'information en raison d'une grève.",0.3214,0.7535,0.4321
30,Demande de suspension d'abonnement navigo suite à un arrêt de travail. Communication des pièces à fournir et de l'adresse où envoyer la requête.,Un client en arrêt de travail souhaite suspendre son abonnement Navigo. L'agent lui explique la procédure pour demander un remboursement partiel.,0.28,0.7114,0.4314
152,"itinéraire dans Paris centre d'une adresse à l'autre pour arriver demain à 6h, proposition de trajet à base de Noctiliens étant donné l'horaire",Un utilisateur demande l'itinéraire de Paris 19ème à Boulevard Port-Royal pour arriver à 6h. L'assistant propose un trajet via Noctilien N12 et N02.,0.32,0.7509,0.4309
170,"Demande d'horaires des trains pour Sartrouville à Bécon-les-Bruyères. Autre itinéraire possible, mais appeler la SNCF pour plus d'informations, communication du numéro.",L'interlocuteur B cherche des informations sur les horaires de train de Sartrouville à Bécon-les-Bruyères pour le lendemain matin.,0.36,0.7908,0.4308
90,Demande de renseignements suite à un oubli de changement de coordonnées bancaires pour un passe Navigo. Se rendre en agence pour effectuer le changement immédiatement.,Un client a réactivé son passe Navigo mais a oublié qu'il avait changé de coordonnées bancaires. Il doit passer en agence pour résoudre le problème.,0.3571,0.7843,0.4271
171,"Demande de mise en relation avec le directeur de la ligne 86 pour une réclamation suite à un accident ""psychologique"". Transfert de l'appelante vers le service concerné.",Une femme appelle pour faire une réclamation suite à un choc psychologique causé par la crise d'épilepsie d'un chauffeur de bus.,0.3137,0.7402,0.4265
95,"Demande de tarif pour un abonnement Paris - Creil mensuel ou annuel. Trajet extérieur au réseau RATP, communication du numéro de la SNCF pour voir avec eux.",Un client demande le tarif d'un abonnement Paris-Creil. L'agent l'informe qu'il doit contacter la SNCF pour cette information.,0.3462,0.7684,0.4223
99,"changement de coordonnées bancaires, problème pour un navigo Intégrale, proposition passer en agence, plus rapide",Un client a réactivé son passe Navigo mais a oublié qu'il avait changé de coordonnées bancaires. Il doit passer en agence pour résoudre le problème.,0.2917,0.7129,0.4212
114,La cliente a perdu sa carte Navigo Solidarité Transport sur le bus 113 en direction de Nogent-sur-Marne. L'agent l'informe que sa carte a été retrouvée et qu'elle doit la chercher au terminus du bus.,Une femme perd sa carte de transport Navigo sur le bus 113. Elle est retrouvée et peut être récupérée au terminus avant 20h.,0.3582,0.779,0.4208
121,"pochette d'inscription en fac peut-être perdue il y a une semaine dans le bus 38, interrogation réseau et contact dépôt, non retrouvé","Une femme a perdu le dossier d'inscription à la fac de sa fille dans un bus, mais il n'a pas été retrouvé.",0.28,0.6969,0.4169
202,"y a-t-il des grèves surprise sur les bus 148 ou 322, non aucun avis de grève",Un homme se renseigne sur d'éventuelles grèves sur les lignes de bus 148 et 322 pour organiser le déplacement d'une personne handicapée.,0.2979,0.7143,0.4165
115,"association désirant effectuer une commande groupée, pas possible de télécharger un bon de commande donc transfert à un chargé clientèle pour créer un compte VGC",L'Espace Jeunesse de Vélizy-Villacoublay cherche à commander des tickets de transport en gros et souhaite créer un compte pour faciliter le processus.,0.2545,0.6702,0.4157
148,Un agent de la station Saint-Paul veut savoir quel est l'abonnement d'un voyageur avec une carte Imagine R muette. L'agent lui répond que le voyageur est titulaire d'un Imagine R étudiant zone 1 à 2. L'agent de la station Saint-Paul doit appliquer la procédure pour un pass détérioré.,Un voyageur à la station Saint-Paul a une carte Imagine+R défectueuse. L'agent de station prévoit de procéder à un échange de carte.,0.381,0.7951,0.4142
203,"La cliente veut recevoir un dossier d'adhésion à  la carte Imagine R. L'agent lui répond que ce n'est pas possible, qu'il faut la demander à  un guichet. Le numéro de téléphone pour joindre le service Imagine R est le 08 91 67 00 67.",Un client demande un dossier pour une carte Imagine+R. L'agent informe que les dossiers sont disponibles aux guichets et donne le numéro du service.,0.359,0.773,0.414
125,Demande de renseignements sur le fonctionnement de la ligne 486 suite à un mouvement de grève. Communication du numéro de téléphone de la ligne concernée.,Un client demande des informations sur une grève de bus et reçoit le numéro de téléphone du service concerné pour obtenir plus de détails.,0.3729,0.7848,0.412
64,"temps de trajet RER B de Croix-de-Berny à l'aéroport CDG, indication des horaires en temps normal mais dépendra demain de la reconduction du mouvement social, rappeler vers 20h pour vérifier",Une personne demande des informations pour se rendre de la station RER Croix de Berny à l'aéroport Charles de Gaulle le lendemain.,0.3103,0.7223,0.4119
111,"passe navigo laissé à un guichet d'achat, contact de la caisse, passe retrouvé à récupérer",Un homme appelle le service client de la RATP pour retrouver sa carte Imagine R qu'il pense avoir oubliée à la station Richelieu-Drouot.,0.2439,0.6525,0.4086
51,Demande d'information sur la perte d'un porte-feuille dans le métro. Non retrouvé.,"Un homme appelle pour signaler la perte de son portefeuille dans le métro, mais il n'a pas été retrouvé.",0.3784,0.7865,0.4082
25,Demande d'itinéraire entre Boulevard Verdun et la rue Victor Musso à Fontenay-sous-Bois.,Un appelant demande des informations sur les bus pour se rendre de la rue Victor Musso au boulevard de Verdun à Fontenay-sous-Bois.,0.4211,0.8291,0.408
143,Demande d'itinéraire et des tarifs entre Noisiel et Bobigny.,Une personne demande des informations sur l'itinéraire et le tarif pour aller de Noisiel à Bobigny-Pablo Picasso en transport en commun.,0.4118,0.8112,0.3994
45,"temps d'attente pour le bus 325 à Bibliothèque F.Mitterrand car déjà 30mn, normal car très perturbé seulement 2 bus sur cette ligne, contact centre bus, prochain bus dans un bon quart d'heure","Une femme à la Bibliothèque François Mitterrand attend le bus 325, qui est très perturbé. On lui indique qu'il arrivera dans environ un quart d'heure.",0.3333,0.7325,0.3992
66,Demande du coût d'un appel vers le 3246. Signalement de l'absence d'information dans le message d'accueil.,"Un appelant se plaint du manque de transparence sur le coût d'un appel téléphonique, l'interlocuteur promet de signaler le problème.",0.3404,0.7354,0.3949
162,itinéraire pour vérifier la station bus où descendre pour arriver à une adresse donnée à Vitry,Un appelant demande des informations sur la station de bus pour se rendre à une adresse spécifique à Vitry-sur-Seine.,0.3784,0.7722,0.3938
166,"demande de précisions suite à prélèvement supérieur à la normale pour un abonnement ImaginR, indication du numéro direct à appeler",Un client se plaint d'un prélèvement supérieur à son abonnement Imagine+R habituel. On lui donne le numéro du service concerné.,0.3404,0.733,0.3926
80,"sac oublié dans bus 140, mais rappeler à onze heures quand le service sera ouvert",Une femme appelle pour signaler qu'elle a oublié son écharpe dans un bus et on lui conseille de rappeler à onze heures.,0.3333,0.7251,0.3918
41,demande d'itinéraire métro,Un utilisateur demande l'itinéraire pour aller du boulevard de Charonne au boulevard de Belleville à Paris. L'assistant suggère de prendre le métro ligne 2.,0.2941,0.6852,0.3911
174,"la grève du dépôt de bus de Vitry est-elle reconduite demain, non un trafic normal est prévu","Un appelant se renseigne sur une éventuelle grève des bus à Vitry-sur-Seine, l'interlocuteur confirme un trafic normal.",0.3333,0.7239,0.3906
71,Demande du nom d'un arrêt de bus pour une adresse donnée à Vitry.,Un appelant demande des informations sur la station de bus pour se rendre à une adresse spécifique à Vitry-sur-Seine.,0.4,0.7898,0.3898
26,"Demande de renseignements sur l'oublie d'un sac en toile dans le bus 123. Non retrouvé, rappeler plus tard.",Une femme a oublié son sac de courses dans le bus 123 à Paris et contacte le service client pour le retrouver.,0.3415,0.7288,0.3874
127,Demande d'itinéraire Paris 19 Paris 13 pour arriver à une heure précise. Proposition de trajet à base de Noctiliens.,Un utilisateur demande l'itinéraire de Paris 19ème à Boulevard Port-Royal pour arriver à 6h. L'assistant propose un trajet via Noctilien N12 et N02.,0.3913,0.7776,0.3863
169,"Demande d'itinéraire pour se rendre à la gare de Lyon en partant de la mairie de Clichy. Prendre le métro 13 direction Chatillon, descendre à Saint-Lazarre, puis prendre le métro 14 direction Olympiade jusqu'à la gare de Lyon.",Une femme du Nord demande des indications pour se rendre à la Gare de Lyon depuis Clichy. On lui conseille le métro.,0.381,0.7625,0.3816
158,Demande de renseignements sur la fréquence de passage du RER B. Impossible de donner l'information pour cause de grève.,"Un appelant du Novotel Paris demande la fréquence des RER B, mais l'interlocuteur ne peut pas fournir l'information en raison d'une grève.",0.4082,0.7882,0.38
154,Demande de renseignements sur la perte d'un dossier d'inscription de la fac dans le bus 38. Non retrouvé.,"Une femme a perdu le dossier d'inscription à la fac de sa fille dans un bus, mais il n'a pas été retrouvé.",0.3721,0.7519,0.3798
124,"Demande de renseignement sur le suivi d'une demande de carte d'agent. Service concerné occupé, proposition de rappeler plus tard.","Un agent de la RATP appelle pour se renseigner sur une demande de carte de transport pour son fils, mais ne parvient pas à joindre le service concerné.",0.375,0.7538,0.3788
178,Demande de localisation de la station de métro Bourse. Communication des stations voisines.,Un homme demande des informations sur la ligne de métro pour se rendre à la station Bourse à Paris.,0.375,0.7526,0.3776
12,"possibilité de se faire rembourser un billet Orlyval payé à Orly étant donné qu'en période de grève les agents ne font pas payer, mais qu'apparemment à Orly ils le font encore, indication des coordonnées du service clientèle Orlyval pour essayer",Une cliente demande le remboursement d'un billet Orlyval suite à une grève. L'agent lui explique que ce n'est pas possible mais lui donne les coordonnées du service clientèle.,0.3896,0.7668,0.3772
117,prix d'un ticket Arcueil-Cachan vers Antony,"Un client demande le prix d'un billet de train d'Arcueil-Cachan à Antony, qui est de 1,55 euro.",0.4286,0.8043,0.3757
23,"horaire derniers trains de Sartrouville à Bécon-les-Bruyères, autre itinéraire possible mais appeler la Sncf, indication du numéro",L'interlocuteur B cherche des informations sur les horaires de train de Sartrouville à Bécon-les-Bruyères pour le lendemain matin.,0.4091,0.7823,0.3732
3,Demande d'itinéraires pour aller au 64 rue de Belleville en partant du 37 boulevard de Charonne. Prendre la ligne 2 direction Porte Dauphine et descendre à la station Couronne.,Un utilisateur demande l'itinéraire pour aller du boulevard de Charonne au boulevard de Belleville à Paris. L'assistant suggère de prendre le métro ligne 2.,0.4138,0.7827,0.369
37,Demande d'information sur la reconduction de la grève au niveau des bus. Trafic normal prévu.,"Un appelant se renseigne sur une éventuelle grève des bus à Vitry-sur-Seine, l'interlocuteur confirme un trafic normal.",0.3684,0.7332,0.3648
44,Demande du numéro de d'infraction suite à une amende. Transfert de l'appelante vers le service concerné.,Un client cherche le numéro d'infraction d'une amende non reçue pour non-présentation de titre de transport et est redirigé vers le service adéquat.,0.4167,0.7808,0.3642
139,Demande d'itinéraire pour se rendre rue Taclet en prenant le 105.,Un retraité de la RATP demande des indications pour se rendre à la rue Taclet dans le 20ème arrondissement de Paris en bus.,0.3889,0.753,0.3642
151,horaire de fin de service du bus 64 pour le trajet de Cours de Vincennes à Porte d'Italie,"Une femme demande l'heure du dernier bus 64 de Porte de Vincennes à Place d'Italie, qui est à 00h36.",0.4324,0.7962,0.3638
116,"Demande de la durée de voyage entre le RER B de croix de berny et l'aéroport Charles De Gaulle. Communication des horaires en temps normal, risque de reconduite du mouvement social, rappeler plus tard pour plus d'informations.",Une personne demande des informations pour se rendre de la station RER Croix de Berny à l'aéroport Charles de Gaulle le lendemain.,0.4062,0.7653,0.3591
81,"itinéraire Denfert-Rochereau rue d'Assas, proposition bus et précision pour rejoindre la rue à pied",Un homme demande à une femme l'itinéraire le plus rapide de Denfert-Rochereau à la rue d'Assas à Paris pour le lendemain.,0.4103,0.7678,0.3576
6,"demande itinéraire le plus rapide pour Clichy-Gare de Lyon, proposition métro",Une femme du Nord demande des indications pour se rendre à la Gare de Lyon depuis Clichy. On lui conseille le métro.,0.3889,0.744,0.3551
160,"gant perdu dans le bus 289, non retrouvé","Un homme appelle pour retrouver un gant perdu dans un bus, mais il n'est pas retrouvé. Il plaisante sur un cadeau de Noël à venir.",0.2941,0.6486,0.3544
31,Demande de renseignements suite à un mauvais prélèvement de carte imaginaire. Communication du numéro du service concerné.,Un client se plaint d'un prélèvement supérieur à son abonnement Imagine+R habituel. On lui donne le numéro du service concerné.,0.4091,0.7627,0.3536
46,"comptable demandant des précisions sur le zonage des cartes navigo intégrale pour la paie de son entreprise, les zones 7 et 8 sont intégrées dans la zone 6 dorénavant","L'appelant cherche à mettre à jour les tarifs de la carte Intégrale dans son logiciel de paie, l'opérateur explique que les zones 7 et 8 ont été intégrées à la zone 6.",0.4348,0.7867,0.3519
43,"sac en toile oublié dans bus 123, contact centre bus, non retrouvé, rappeler demain",Une femme a oublié son sac de courses dans le bus 123 à Paris et contacte le service client pour le retrouver.,0.3429,0.6945,0.3516
196,Demande d'itinéraire entre Denfert-Rochereau et rue d'Assas. Proposition et précision pour rejoindre la destination souhaitée.,Un homme demande à une femme l'itinéraire le plus rapide de Denfert-Rochereau à la rue d'Assas à Paris pour le lendemain.,0.4186,0.7698,0.3512
58,"joindre la personne Ratp responsable des autorisations de prise de vue, communication de son numéro fixe et e-mail","Un appelant demande des informations pour joindre une personne responsable des autorisations de prise de vue, l'interlocuteur fournit les coordonnées nécessaires.",0.4091,0.7587,0.3496
211,Demande d'itinéraire porte de Saint-Cloud Clichy-sous-Bois. Proposition d'un itinéraire avec de nombreux changements.,Un individu demande des indications pour se rendre de la Porte de Saint-Cloud à Clichy-sous-Bois pour assister à un spectacle dans un théâtre.,0.4,0.7488,0.3488
197,"réappel pour portefeuille perdu dans ligne 4, revérification, toujours pas retrouvé","Un homme appelle pour signaler la perte de son portefeuille dans le métro, mais il n'a pas été retrouvé.",0.3529,0.6996,0.3467
195,Demande de renseignements sur d'éventuels incidents sur les lignes 13 et 6. Explication des différents incidents et communication des durées de perturbation.,Un homme se renseigne sur les incidents survenus sur les lignes 13 et 6 du métro parisien ce matin.,0.4,0.7438,0.3438
36,"itinéraire bus et/ou RER d'Aulnay-sous-Bois au Blanc-Mesnil le matin puis retour après-midi, examen de multiples possibilités",Une femme demande des informations pour un itinéraire en bus et RER d'Aulnay-sous-Bois au Blanc-Mesnil pour un jeune homme allant en CAT.,0.4615,0.8004,0.3388
130,"trafic ligne B4 pour demain matin, pas encore connu après 20h, actuellement 3 trains sur 4","Un utilisateur demande des informations sur le trafic de la ligne B4, actuel et futur. L'agent confirme que 3 trains sur 4 circulent actuellement.",0.381,0.7153,0.3344
4,"Demande d'une attestation de renouvellement de carte navigo intégrale. Se rendre en agence ou appeler le gestionnaire carte intégrale, communication du numéro.","Un client demande le renouvellement de son contrat de carte Navigo Intégrale par fax, mais est redirigé vers le gestionnaire de la carte.",0.4,0.7318,0.3318
146,"fréquence de passage RER, mais pas possible en période de grève","Un appelant du Novotel Paris demande la fréquence des RER B, mais l'interlocuteur ne peut pas fournir l'information en raison d'une grève.",0.3902,0.7216,0.3313
93,"localisation de l'arrêt Gare du Nord du bus 43 pour aller à Neuilly, indication de la rue et de celle d'en face",Une femme demande l'emplacement de l'arrêt du bus 43 à Gare du Nord pour aller à Neuilly.,0.4762,0.8067,0.3305
22,Demande de renseignements sur le fonctionnement du T2 de la porte de Versailles à Val d'Issy. Communication des dates de mise en circulation.,Un utilisateur se renseigne sur la mise en service du T+deux de la Porte de Versailles à Val d'Issy.,0.5116,0.8376,0.326
112,"Demande d'itinéraire entre la gare de l'Est et l'aéroport Charles de Gaulle. Prendre le 350, étude des durées de voyage et des tarifs.",Une personne se renseigne sur le transport de la Gare de l'Est à l'aéroport Charles de Gaulle pour le lendemain matin.,0.4615,0.7793,0.3178
89,"demande de réclamation à un directeur pour traumatisme psychologique suite à la crise d'épilepsie d'un chauffeur de bus, transfert de l'appelante au centre bus concerné",Une femme appelle pour faire une réclamation suite à un choc psychologique causé par la crise d'épilepsie d'un chauffeur de bus.,0.52,0.8372,0.3172
70,"Demande de remboursement d'une carte orange achetée en attendant la réception d'une carte Imagin'R. Voir avec le service Imagin'R, communication du site internet.","Une cliente appelle pour demander le remboursement d'une carte Orange achetée en attendant sa carte Imagine+R, arrivée en retard.",0.5,0.8154,0.3154
40,"Demande de mise en contact avec le musée des transport. Communication du numéro de téléphone, mais pas de réponse, ni par mail.","Un agent RATP cherche à contacter le musée des transports pour un projet, mais peine à obtenir une réponse.",0.3913,0.7055,0.3142
205,La cliente demande à  recevoir un dossier pour adhérer à  la carte Imagine R. Les dossiers doivent être retirés au guichet. Le numéro de téléphone du service est le 08 91 67 00 67.,Un client demande un dossier pour une carte Imagine+R. L'agent informe que les dossiers sont disponibles aux guichets et donne le numéro du service.,0.5,0.8125,0.3125
35,perdu téléphone > mais pas retrouvé,"Une femme appelle pour savoir si son téléphone Alcatel blanc a été trouvé dans un bus, mais il n'a pas été retrouvé.",0.375,0.6844,0.3094
88,Demande d'informations sur d'éventuelles grèves sur les lignes 148 et 322. Aucun avis de grève déposé.,Un homme se renseigne sur d'éventuelles grèves sur les lignes de bus 148 et 322 pour organiser le déplacement d'une personne handicapée.,0.5,0.8032,0.3032
159,"agent RATP désirant contacter le musée des transports, indication numéro mais celui-ci ne répond pas, idem mail et pas de réponse, le SCD n'a pas l'information","Un agent RATP cherche à contacter le musée des transports pour un projet, mais peine à obtenir une réponse.",0.4151,0.7168,0.3017
194,Demande d'itinéraire entre Massy et Colombe en évitant le RER B. Estimation du temps de trajet.,"Une personne demande un itinéraire pour se rendre de Massy à Colombes, en évitant le RER B à cause des grèves.",0.5128,0.8006,0.2878
17,itinéraire Massy Colombes en évitant de prendre le RER B et estimation temps de trajet,"Une personne demande un itinéraire pour se rendre de Massy à Colombes, en évitant le RER B à cause des grèves.",0.4865,0.7689,0.2824
131,Demande du dernier passage du bus 64 à cours de Vincennes pour porte d'Italie.,"Une femme demande l'heure du dernier bus 64 de Porte de Vincennes à Place d'Italie, qui est à 00h36.",0.5455,0.8225,0.2771
60,Demande de la localisation du l'arrêt du bus 43 pour aller de gare du Nord à Neuilly. Communication de la rue concernée.,Une femme demande l'emplacement de l'arrêt du bus 43 à Gare du Nord pour aller à Neuilly.,0.5714,0.8317,0.2603
86,Demande du prix d'un billet Arcueil-Cachan à Antony.,"Un client demande le prix d'un billet de train d'Arcueil-Cachan à Antony, qui est de 1,55 euro.",0.5517,0.8099,0.2582
179,Signalement des problèmes d'horaires sur la ligne de bus 267. Difficulté à joindre le centrebus. Communication de l'adresse pour envoyer un courrier.,Un client signale des problèmes d'horaires sur la ligne de bus 267 et cherche à contacter le service client pour une solution.,0.5957,0.7969,0.2011
173,"sur quelle ligne de métro se trouve la station Bourse, et stations avoisinantes",Un homme demande des informations sur la ligne de métro pour se rendre à la station Bourse à Paris.,0.5625,0.7353,0.1728
